date,focal,act,partner,focgroup,prtgroup,focsex,prtsex,dyadtype,group.combo,behav,direction,period,winner,loser,Intensity,id1,id2,Dyad,Obs.effort,outcome,rval,RankDiff,winner.group,loser.group,win
11/13/13,uv,dc2,ua,ENK,ENK,F,F,FF,same,dc,2,Stable,ua,uv,1,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,0
11/13/13,uv,dc2,ua,ENK,ENK,F,F,FF,same,dc,2,Stable,ua,uv,1,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,0
11/14/13,ur,dp2,fd,PHG,PHG,F,F,FF,same,dp,2,Stable,fd,ur,0,fd,ur,fd_ur,4410,stayed together,0,0.410,PHG,PHG,0
11/14/13,ux,dt2,ob,PHG,PHG,F,F,FF,same,dt,2,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,0
11/18/13,oo,dc1,ux,PHG,PHG,F,F,FF,same,dc,1,Stable,oo,ux,1,oo,ux,oo_ux,4440,split apart,0,0.648,PHG,PHG,1
11/18/13,oo,dt1,ux,PHG,PHG,F,F,FF,same,dt,1,Stable,oo,ux,0,oo,ux,oo_ux,4440,split apart,0,0.648,PHG,PHG,1
11/19/13,oy,dd2,fd,PHG,PHG,F,F,FF,same,dd,2,Stable,fd,oy,0,fd,oy,fd_oy,4335,stayed together,0,0.864,PHG,PHG,0
11/20/13,by,dc1,uv,ENK,ENK,F,F,FF,same,dc,1,Stable,by,uv,1,by,uv,by_uv,4245,stayed together,0,0.534,ENK,ENK,1
11/20/13,by,dp2,uv,ENK,ENK,F,F,FF,same,dp,2,Stable,uv,by,0,by,uv,by_uv,4245,stayed together,0,0.534,ENK,ENK,0
11/20/13,ua,dn1,uv,ENK,ENK,F,F,FF,same,dn,1,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
11/21/13,by,dd2,uv,ENK,ENK,F,F,FF,same,dd,2,Stable,uv,by,0,by,uv,by_uv,4245,stayed together,0,0.534,ENK,ENK,0
11/21/13,ua,dp1,uv,ENK,ENK,F,F,FF,same,dp,1,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
11/21/13,ua,dp1,uv,ENK,ENK,F,F,FF,same,dp,1,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
11/21/13,ua,dt1,uv,ENK,ENK,F,F,FF,same,dt,1,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
11/21/13,ua,dt1,uv,ENK,ENK,F,F,FF,same,dt,1,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
11/25/13,by,dc2,uv,ENK,ENK,F,F,FF,same,dc,2,Stable,uv,by,1,by,uv,by_uv,4245,stayed together,0,0.534,ENK,ENK,0
11/25/13,qn,dd2,ua,ENK,ENK,F,F,FF,same,dd,2,Stable,ua,qn,0,qn,ua,qn_ua,4305,stayed together,0,0.441,ENK,ENK,0
11/25/13,uv,dc2,ua,ENK,ENK,F,F,FF,same,dc,2,Stable,ua,uv,1,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,0
11/25/13,uv,dd1,qn,ENK,ENK,F,F,FF,same,dd,1,Stable,uv,qn,0,qn,uv,qn_uv,4305,stayed together,0,0.263,ENK,ENK,1
11/26/13,tr,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Stable,tr,oy,0,oy,tr,oy_tr,4395,split apart,0,0.653,PHG,PHG,1
11/26/13,tr,dt2,oy,PHG,PHG,F,F,FF,same,dt,2,Stable,oy,tr,0,oy,tr,oy_tr,4395,split apart,0,0.653,PHG,PHG,0
11/26/13,ug,dd1,oy,PHG,PHG,F,F,FF,same,dd,1,Stable,ug,oy,0,oy,ug,oy_ug,4350,stayed together,0,0.167,PHG,PHG,1
11/28/13,qp,dd2,ua,ENK,ENK,F,F,FF,same,dd,2,Stable,ua,qp,0,qp,ua,qp_ua,4230,stayed together,0,0.605,ENK,ENK,0
11/28/13,ua,dd1,by,ENK,ENK,F,F,FF,same,dd,1,Stable,ua,by,0,by,ua,by_ua,4245,stayed together,0,0.712,ENK,ENK,1
11/29/13,oa,dd2,bf,PHG,PHG,F,F,FF,same,dd,2,Stable,bf,oa,0,bf,oa,bf_oa,4380,split apart,0,0.331,PHG,PHG,0
11/29/13,ur,dp1,un,PHG,PHG,F,F,FF,same,dp,1,Stable,ur,un,0,un,ur,un_ur,4410,stayed together,0.25,0.383,PHG,PHG,1
12/3/13,bf,dc1,fd,PHG,PHG,F,F,FF,same,dc,1,Stable,bf,fd,1,bf,fd,bf_fd,4425,stayed together,0.0625,0.105,PHG,PHG,1
12/3/13,fd,dd1,oo,PHG,PHG,F,F,FF,same,dd,1,Stable,fd,oo,0,fd,oo,fd_oo,4395,split apart,0,0.246,PHG,PHG,1
12/3/13,oa,dd1,uz,PHG,PHG,F,F,FF,same,dd,1,Stable,oa,uz,0,oa,uz,oa_uz,4440,split apart,0,0.356,PHG,PHG,1
12/3/13,ty,dp1,ur,PHG,PHG,F,F,FF,same,dp,1,Stable,ty,ur,0,ty,ur,ty_ur,4335,stayed together,0,0.085,PHG,PHG,1
12/3/13,uz,dd2,ob,PHG,PHG,F,F,FF,same,dd,2,Stable,ob,uz,0,ob,uz,ob_uz,4440,split apart,0,0.123,PHG,PHG,0
12/5/13,fx,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Stable,fx,oy,0,fx,oy,fx_oy,4380,stayed together,0,0.794,PHG,PHG,1
12/5/13,fx,dt1,tr,PHG,PHG,F,F,FF,same,dt,1,Stable,fx,tr,0,fx,tr,fx_tr,4515,split apart,0,0.140,PHG,PHG,1
12/5/13,ob,db1,ux,PHG,PHG,F,F,FF,same,db,1,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,1
12/5/13,ob,dc1,ux,PHG,PHG,F,F,FF,same,dc,1,Stable,ob,ux,1,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,1
12/5/13,oo,dp2,bf,PHG,PHG,F,F,FF,same,dp,2,Stable,bf,oo,0,bf,oo,bf_oo,4410,split apart,0,0.352,PHG,PHG,0
12/5/13,oo,dt2,bf,PHG,PHG,F,F,FF,same,dt,2,Stable,bf,oo,0,bf,oo,bf_oo,4410,split apart,0,0.352,PHG,PHG,0
12/5/13,ug,dc2,oo,PHG,PHG,F,F,FF,same,dc,2,Stable,oo,ug,1,oo,ug,oo_ug,4410,split apart,0,0.451,PHG,PHG,0
12/5/13,ug,dt2,oo,PHG,PHG,F,F,FF,same,dt,2,Stable,oo,ug,0,oo,ug,oo_ug,4410,split apart,0,0.451,PHG,PHG,0
12/6/13,by,db2,ua,ENK,ENK,F,F,FF,same,db,2,Stable,ua,by,0,by,ua,by_ua,4245,stayed together,0,0.712,ENK,ENK,0
12/6/13,by,dc2,ua,ENK,ENK,F,F,FF,same,dc,2,Stable,ua,by,1,by,ua,by_ua,4245,stayed together,0,0.712,ENK,ENK,0
12/6/13,by,dd1,qn,ENK,ENK,F,F,FF,same,dd,1,Stable,by,qn,0,by,qn,by_qn,4230,stayed together,0.5,0.271,ENK,ENK,1
12/6/13,ua,dc1,uv,ENK,ENK,F,F,FF,same,dc,1,Stable,ua,uv,1,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
12/6/13,ua,dp1,uv,ENK,ENK,F,F,FF,same,dp,1,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
12/6/13,ua,dt1,uv,ENK,ENK,F,F,FF,same,dt,1,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
12/6/13,ua,dt1,uv,ENK,ENK,F,F,FF,same,dt,1,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,1
12/6/13,uk,dp2,uv,ENK,ENK,F,F,FF,same,dp,2,Stable,uv,uk,0,uk,uv,uk_uv,4170,stayed together,0,0.755,ENK,ENK,0
12/9/13,fx,dn1,uz,PHG,PHG,F,F,FF,same,dn,1,Stable,fx,uz,0,fx,uz,fx_uz,4530,stayed together,0,0.511,PHG,PHG,1
12/9/13,ob,dd2,tr,PHG,PHG,F,F,FF,same,dd,2,Stable,tr,ob,0,ob,tr,ob_tr,4425,stayed together,0,0.248,PHG,PHG,0
12/10/13,ob,dt1,ux,PHG,PHG,F,F,FF,same,dt,1,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,1
12/10/13,oo,dn2,oy,PHG,PHG,F,F,FF,same,dn,2,Stable,oy,oo,0,oo,oy,oo_oy,4320,split apart,0,0.618,PHG,PHG,0
12/11/13,qp,dn2,ua,ENK,ENK,F,F,FF,same,dn,2,Stable,ua,qp,0,qp,ua,qp_ua,4230,stayed together,0,0.605,ENK,ENK,0
12/11/13,qp,dt2,ua,ENK,ENK,F,F,FF,same,dt,2,Stable,ua,qp,0,qp,ua,qp_ua,4230,stayed together,0,0.605,ENK,ENK,0
12/11/13,uv,dd1,qn,ENK,ENK,F,F,FF,same,dd,1,Stable,uv,qn,0,qn,uv,qn_uv,4305,stayed together,0,0.263,ENK,ENK,1
12/11/13,uv,dd1,qp,ENK,ENK,F,F,FF,same,dd,1,Stable,uv,qp,0,qp,uv,qp_uv,4230,stayed together,0,0.427,ENK,ENK,1
12/12/13,bf,dt1,un,PHG,PHG,F,F,FF,same,dt,1,Stable,bf,un,0,bf,un,bf_un,4425,stayed together,0,0.899,PHG,PHG,1
12/12/13,bf,dt1,uz,PHG,PHG,F,F,FF,same,dt,1,Stable,bf,uz,0,bf,uz,bf_uz,4500,stayed together,0,0.687,PHG,PHG,1
12/12/13,ty,dp1,ux,PHG,PHG,F,F,FF,same,dp,1,Stable,ty,ux,0,ty,ux,ty_ux,4380,split apart,0,0.399,PHG,PHG,1
1/13/14,qn,dd2,ua,ENK,ENK,F,F,FF,same,dd,2,Stable,ua,qn,0,qn,ua,qn_ua,4305,stayed together,0,0.441,ENK,ENK,0
1/14/14,oo,dp2,fx,PHG,PHG,F,F,FF,same,dp,2,Stable,fx,oo,0,fx,oo,fx_oo,4440,split apart,0,0.176,PHG,PHG,0
1/14/14,oo,dt2,fx,PHG,PHG,F,F,FF,same,dt,2,Stable,fx,oo,0,fx,oo,fx_oo,4440,split apart,0,0.176,PHG,PHG,0
1/18/14,oy,dt1,ty,PHG,PHG,F,F,FF,same,dt,1,Stable,oy,ty,0,oy,ty,oy_ty,4260,stayed together,0,0.369,PHG,PHG,1
1/18/14,oy,dt2,ty,PHG,PHG,F,F,FF,same,dt,2,Stable,ty,oy,0,oy,ty,oy_ty,4260,stayed together,0,0.369,PHG,PHG,0
1/20/14,oy,dn1,ux,PHG,PHG,F,F,FF,same,dn,1,Stable,oy,ux,0,oy,ux,oy_ux,4380,split apart,0,0.030,PHG,PHG,1
1/20/14,un,dn2,ob,PHG,PHG,F,F,FF,same,dn,2,Stable,ob,un,0,ob,un,ob_un,4365,split apart,0,0.335,PHG,PHG,0
1/20/14,un,dp2,ob,PHG,PHG,F,F,FF,same,dp,2,Stable,ob,un,0,ob,un,ob_un,4365,split apart,0,0.335,PHG,PHG,0
1/21/14,by,dc2,ua,ENK,ENK,F,F,FF,same,dc,2,Stable,ua,by,1,by,ua,by_ua,4245,stayed together,0,0.712,ENK,ENK,0
1/21/14,by,dn1,uk,ENK,ENK,F,F,FF,same,dn,1,Stable,by,uk,0,by,uk,by_uk,4095,stayed together,0,0.221,ENK,ENK,1
1/21/14,by,dt2,ua,ENK,ENK,F,F,FF,same,dt,2,Stable,ua,by,0,by,ua,by_ua,4245,stayed together,0,0.712,ENK,ENK,0
1/21/14,ua,dp1,qn,ENK,ENK,F,F,FF,same,dp,1,Stable,ua,qn,0,qn,ua,qn_ua,4305,stayed together,0,0.441,ENK,ENK,1
1/21/14,ua,dt1,qn,ENK,ENK,F,F,FF,same,dt,1,Stable,ua,qn,0,qn,ua,qn_ua,4305,stayed together,0,0.441,ENK,ENK,1
1/21/14,uv,dd1,ut,ENK,ENK,F,F,FF,same,dd,1,Stable,uv,ut,0,ut,uv,ut_uv,4275,stayed together,0.25,0.639,ENK,ENK,1
1/22/14,ob,dp1,ux,PHG,PHG,F,F,FF,same,dp,1,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,1
1/22/14,ob,dt1,ux,PHG,PHG,F,F,FF,same,dt,1,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,1
1/23/14,fx,dn1,ur,PHG,PHG,F,F,FF,same,dn,1,Stable,fx,ur,0,fx,ur,fx_ur,4455,stayed together,0,0.340,PHG,PHG,1
1/23/14,fx,dp1,ur,PHG,PHG,F,F,FF,same,dp,1,Stable,fx,ur,0,fx,ur,fx_ur,4455,stayed together,0,0.340,PHG,PHG,1
1/23/14,fx,dt1,ur,PHG,PHG,F,F,FF,same,dt,1,Stable,fx,ur,0,fx,ur,fx_ur,4455,stayed together,0,0.340,PHG,PHG,1
1/24/14,oa,dd1,un,PHG,PHG,F,F,FF,same,dd,1,Stable,oa,un,0,oa,un,oa_un,4365,split apart,0,0.568,PHG,PHG,1
1/24/14,oa,dn1,oy,PHG,PHG,F,F,FF,same,dn,1,Stable,oa,oy,0,oa,oy,oa_oy,4290,split apart,0.5,0.639,PHG,PHG,1
1/24/14,oa,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Stable,oa,oy,0,oa,oy,oa_oy,4290,split apart,0.5,0.639,PHG,PHG,1
1/28/14,uv,dn2,ua,ENK,ENK,F,F,FF,same,dn,2,Stable,ua,uv,0,ua,uv,ua_uv,4320,stayed together,0.25,0.178,ENK,ENK,0
1/28/14,uv,dt1,qn,ENK,ENK,F,F,FF,same,dt,1,Stable,uv,qn,0,qn,uv,qn_uv,4305,stayed together,0,0.263,ENK,ENK,1
1/28/14,uv,dt2,qn,ENK,ENK,F,F,FF,same,dt,2,Stable,qn,uv,0,qn,uv,qn_uv,4305,stayed together,0,0.263,ENK,ENK,0
1/29/14,ob,dn1,oo,PHG,PHG,F,F,FF,same,dn,1,Stable,ob,oo,0,ob,oo,ob_oo,4350,stayed together,0,0.212,PHG,PHG,1
1/29/14,ob,dp1,oo,PHG,PHG,F,F,FF,same,dp,1,Stable,ob,oo,0,ob,oo,ob_oo,4350,stayed together,0,0.212,PHG,PHG,1
1/29/14,ob,dt1,oo,PHG,PHG,F,F,FF,same,dt,1,Stable,ob,oo,0,ob,oo,ob_oo,4350,stayed together,0,0.212,PHG,PHG,1
1/29/14,ob,dt1,oo,PHG,PHG,F,F,FF,same,dt,1,Stable,ob,oo,0,ob,oo,ob_oo,4350,stayed together,0,0.212,PHG,PHG,1
1/29/14,qp,dt2,ua,ENK,ENK,F,F,FF,same,dt,2,Stable,ua,qp,0,qp,ua,qp_ua,4230,stayed together,0,0.605,ENK,ENK,0
2/3/14,oy,dd2,fx,PHG,PHG,F,F,FF,same,dd,2,Stable,fx,oy,0,fx,oy,fx_oy,4380,stayed together,0,0.794,PHG,PHG,0
2/3/14,ty,dp1,ux,PHG,PHG,F,F,FF,same,dp,1,Stable,ty,ux,0,ty,ux,ty_ux,4380,split apart,0,0.399,PHG,PHG,1
2/3/14,ug,dp1,oy,PHG,PHG,F,F,FF,same,dp,1,Stable,ug,oy,0,oy,ug,oy_ug,4350,stayed together,0,0.167,PHG,PHG,1
2/5/14,ut,dd1,uk,ENK,ENK,F,F,FF,same,dd,1,Stable,ut,uk,0,uk,ut,uk_ut,4125,stayed together,0.5,0.116,ENK,ENK,1
2/5/14,ut,dt1,by,ENK,ENK,F,F,FF,same,dt,1,Stable,ut,by,0,by,ut,by_ut,4200,stayed together,0,0.105,ENK,ENK,1
2/7/14,uv,dd1,qn,ENK,ENK,F,F,FF,same,dd,1,Stable,uv,qn,0,qn,uv,qn_uv,4305,stayed together,0,0.263,ENK,ENK,1
2/8/14,oa,dd1,un,PHG,PHG,F,F,FF,same,dd,1,Stable,oa,un,0,oa,un,oa_un,4365,split apart,0,0.568,PHG,PHG,1
2/8/14,qn,dt1,by,ENK,ENK,F,F,FF,same,dt,1,Stable,qn,by,0,by,qn,by_qn,4230,stayed together,0.5,0.271,ENK,ENK,1
2/8/14,un,dn2,fx,PHG,PHG,F,F,FF,same,dn,2,Stable,fx,un,0,fx,un,fx_un,4455,stayed together,0,0.723,PHG,PHG,0
2/8/14,ux,dd2,dz,PHG,PHG,F,F,FF,same,dd,2,Stable,dz,ux,0,dz,ux,dz_ux,4470,split apart,0,0.753,PHG,PHG,0
2/10/14,dz,dc2,bf,PHG,PHG,F,F,FF,same,dc,2,Stable,bf,dz,1,bf,dz,bf_dz,4440,stayed together,0.5,0.247,PHG,PHG,0
2/10/14,dz,dp2,bf,PHG,PHG,F,F,FF,same,dp,2,Stable,bf,dz,0,bf,dz,bf_dz,4440,stayed together,0.5,0.247,PHG,PHG,0
2/10/14,dz,dt2,bf,PHG,PHG,F,F,FF,same,dt,2,Stable,bf,dz,0,bf,dz,bf_dz,4440,stayed together,0.5,0.247,PHG,PHG,0
2/11/14,oy,dd2,bf,PHG,PHG,F,F,FF,same,dd,2,Stable,bf,oy,0,bf,oy,bf_oy,4350,stayed together,0,0.970,PHG,PHG,0
2/11/14,ur,dt1,un,PHG,PHG,F,F,FF,same,dt,1,Stable,ur,un,0,un,ur,un_ur,4410,stayed together,0.25,0.383,PHG,PHG,1
2/13/14,oo,dd1,oy,PHG,PHG,F,F,FF,same,dd,1,Stable,oo,oy,0,oo,oy,oo_oy,4320,split apart,0,0.618,PHG,PHG,1
2/13/14,ux,dn2,ob,PHG,PHG,F,F,FF,same,dn,2,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,0
2/13/14,ux,dt2,ob,PHG,PHG,F,F,FF,same,dt,2,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,0
2/17/14,fd,dd1,ur,PHG,PHG,F,F,FF,same,dd,1,Stable,fd,ur,0,fd,ur,fd_ur,4410,stayed together,0,0.410,PHG,PHG,1
2/17/14,oy,dd2,bf,PHG,PHG,F,F,FF,same,dd,2,Stable,bf,oy,0,bf,oy,bf_oy,4350,stayed together,0,0.970,PHG,PHG,0
2/17/14,oy,dn1,bf,PHG,PHG,F,F,FF,same,dn,1,Stable,oy,bf,0,bf,oy,bf_oy,4350,stayed together,0,0.970,PHG,PHG,1
2/17/14,oy,dn1,oa,PHG,PHG,F,F,FF,same,dn,1,Stable,oy,oa,0,oa,oy,oa_oy,4290,split apart,0.5,0.639,PHG,PHG,1
2/17/14,oy,dt1,bf,PHG,PHG,F,F,FF,same,dt,1,Stable,oy,bf,0,bf,oy,bf_oy,4350,stayed together,0,0.970,PHG,PHG,1
2/17/14,oy,dt1,oa,PHG,PHG,F,F,FF,same,dt,1,Stable,oy,oa,0,oa,oy,oa_oy,4290,split apart,0.5,0.639,PHG,PHG,1
2/17/14,ug,dd2,tr,PHG,PHG,F,F,FF,same,dd,2,Stable,tr,ug,0,tr,ug,tr_ug,4485,split apart,0,0.486,PHG,PHG,0
2/17/14,uz,dc2,ug,PHG,PHG,F,F,FF,same,dc,2,Stable,ug,uz,1,ug,uz,ug_uz,4500,stayed together,0.0625,0.116,PHG,PHG,0
2/17/14,uz,dp2,ug,PHG,PHG,F,F,FF,same,dp,2,Stable,ug,uz,0,ug,uz,ug_uz,4500,stayed together,0.0625,0.116,PHG,PHG,0
2/17/14,uz,dt2,ug,PHG,PHG,F,F,FF,same,dt,2,Stable,ug,uz,0,ug,uz,ug_uz,4500,stayed together,0.0625,0.116,PHG,PHG,0
2/19/14,dz,dd2,bf,PHG,PHG,F,F,FF,same,dd,2,Stable,bf,dz,0,bf,dz,bf_dz,4440,stayed together,0.5,0.247,PHG,PHG,0
2/20/14,qn,dd1,ut,ENK,ENK,F,F,FF,same,dd,1,Stable,qn,ut,0,qn,ut,qn_ut,4260,stayed together,0,0.376,ENK,ENK,1
2/20/14,qn,dd2,by,ENK,ENK,F,F,FF,same,dd,2,Stable,by,qn,0,by,qn,by_qn,4230,stayed together,0.5,0.271,ENK,ENK,0
2/20/14,qp,dd1,ut,ENK,ENK,F,F,FF,same,dd,1,Stable,qp,ut,0,qp,ut,qp_ut,4185,stayed together,0,0.212,ENK,ENK,1
2/25/14,oy,dt1,fd,PHG,PHG,F,F,FF,same,dt,1,Stable,oy,fd,0,fd,oy,fd_oy,4335,stayed together,0,0.864,PHG,PHG,1
2/27/14,ua,dd1,by,ENK,ENK,F,F,FF,same,dd,1,Stable,ua,by,0,by,ua,by_ua,4245,stayed together,0,0.712,ENK,ENK,1
2/27/14,ua,dd1,by,ENK,ENK,F,F,FF,same,dd,1,Stable,ua,by,0,by,ua,by_ua,4245,stayed together,0,0.712,ENK,ENK,1
2/27/14,ua,dt1,ut,ENK,ENK,F,F,FF,same,dt,1,Stable,ua,ut,0,ua,ut,ua_ut,4275,stayed together,0.25,0.817,ENK,ENK,1
2/27/14,uv,dd1,ut,ENK,ENK,F,F,FF,same,dd,1,Stable,uv,ut,0,ut,uv,ut_uv,4275,stayed together,0.25,0.639,ENK,ENK,1
2/27/14,uv,dt1,ut,ENK,ENK,F,F,FF,same,dt,1,Stable,uv,ut,0,ut,uv,ut_uv,4275,stayed together,0.25,0.639,ENK,ENK,1
2/28/14,fx,dt1,oa,PHG,PHG,F,F,FF,same,dt,1,Stable,fx,oa,0,fx,oa,fx_oa,4410,split apart,0,0.155,PHG,PHG,1
2/28/14,oy,dn2,ob,PHG,PHG,F,F,FF,same,dn,2,Stable,ob,oy,0,ob,oy,ob_oy,4290,split apart,0.25,0.406,PHG,PHG,0
2/28/14,oy,dt2,ob,PHG,PHG,F,F,FF,same,dt,2,Stable,ob,oy,0,ob,oy,ob_oy,4290,split apart,0.25,0.406,PHG,PHG,0
2/28/14,ur,dd1,ux,PHG,PHG,F,F,FF,same,dd,1,Stable,ur,ux,0,ur,ux,ur_ux,4455,split apart,0,0.484,PHG,PHG,1
2/28/14,ur,dd2,dz,PHG,PHG,F,F,FF,same,dd,2,Stable,dz,ur,0,dz,ur,dz_ur,4425,stayed together,0,0.269,PHG,PHG,0
2/28/14,ur,dp1,oy,PHG,PHG,F,F,FF,same,dp,1,Stable,ur,oy,0,oy,ur,oy_ur,4335,stayed together,0,0.454,PHG,PHG,1
2/28/14,ur,dp1,oy,PHG,PHG,F,F,FF,same,dp,1,Stable,ur,oy,0,oy,ur,oy_ur,4335,stayed together,0,0.454,PHG,PHG,1
2/28/14,ur,dp2,oy,PHG,PHG,F,F,FF,same,dp,2,Stable,oy,ur,0,oy,ur,oy_ur,4335,stayed together,0,0.454,PHG,PHG,0
2/28/14,ur,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Stable,ur,oy,0,oy,ur,oy_ur,4335,stayed together,0,0.454,PHG,PHG,1
2/28/14,ur,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Stable,ur,oy,0,oy,ur,oy_ur,4335,stayed together,0,0.454,PHG,PHG,1
2/28/14,ur,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Stable,ur,oy,0,oy,ur,oy_ur,4335,stayed together,0,0.454,PHG,PHG,1
3/1/14,uk,dt1,ug,ENK,PHG,F,F,FF,different,dt,1,Stable,uk,ug,0,ug,uk,ug_uk,4230,never together,0.0625,0.130,ENK,PHG,1
3/1/14,uk,dt1,ug,ENK,PHG,F,F,FF,different,dt,1,Stable,uk,ug,0,ug,uk,ug_uk,4230,never together,0.0625,0.130,ENK,PHG,1
3/1/14,uk,dt1,ug,ENK,PHG,F,F,FF,different,dt,1,Stable,uk,ug,0,ug,uk,ug_uk,4230,never together,0.0625,0.130,ENK,PHG,1
3/1/14,uk,dt2,ug,ENK,PHG,F,F,FF,different,dt,2,Stable,ug,uk,0,ug,uk,ug_uk,4230,never together,0.0625,0.130,PHG,ENK,0
3/1/14,uk,dt2,ug,ENK,PHG,F,F,FF,different,dt,2,Stable,ug,uk,0,ug,uk,ug_uk,4230,never together,0.0625,0.130,PHG,ENK,0
3/3/14,fd,dp2,bf,PHG,PHG,F,F,FF,same,dp,2,Stable,bf,fd,0,bf,fd,bf_fd,4425,stayed together,0.0625,0.105,PHG,PHG,0
3/3/14,fx,dd1,oa,PHG,PHG,F,F,FF,same,dd,1,Stable,fx,oa,0,fx,oa,fx_oa,4410,split apart,0,0.155,PHG,PHG,1
3/3/14,fx,dt1,oa,PHG,PHG,F,F,FF,same,dt,1,Stable,fx,oa,0,fx,oa,fx_oa,4410,split apart,0,0.155,PHG,PHG,1
3/3/14,fx,dt1,tr,PHG,PHG,F,F,FF,same,dt,1,Stable,fx,tr,0,fx,tr,fx_tr,4515,split apart,0,0.140,PHG,PHG,1
3/3/14,tr,dp1,oy,PHG,PHG,F,F,FF,same,dp,1,Stable,tr,oy,0,oy,tr,oy_tr,4395,split apart,0,0.653,PHG,PHG,1
3/3/14,tr,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Stable,tr,oy,0,oy,tr,oy_tr,4395,split apart,0,0.653,PHG,PHG,1
3/3/14,tr,dt2,oy,PHG,PHG,F,F,FF,same,dt,2,Stable,oy,tr,0,oy,tr,oy_tr,4395,split apart,0,0.653,PHG,PHG,0
3/3/14,ty,dd2,bf,PHG,PHG,F,F,FF,same,dd,2,Stable,bf,ty,0,bf,ty,bf_ty,4350,stayed together,0,0.601,PHG,PHG,0
3/3/14,ua,dt2,ut,ENK,ENK,F,F,FF,same,dt,2,Stable,ut,ua,0,ua,ut,ua_ut,4275,stayed together,0.25,0.817,ENK,ENK,0
3/3/14,ua,dt2,ut,ENK,ENK,F,F,FF,same,dt,2,Stable,ut,ua,0,ua,ut,ua_ut,4275,stayed together,0.25,0.817,ENK,ENK,0
3/3/14,uk,dt2,ug,ENK,PHG,F,F,FF,different,dt,2,Stable,ug,uk,0,ug,uk,ug_uk,4230,never together,0.0625,0.130,PHG,ENK,0
3/5/14,oo,dp2,tr,PHG,PHG,F,F,FF,same,dp,2,Stable,tr,oo,0,oo,tr,oo_tr,4455,stayed together,0,0.035,PHG,PHG,0
3/5/14,ux,dp2,fx,PHG,PHG,F,F,FF,same,dp,2,Stable,fx,ux,0,fx,ux,fx_ux,4500,split apart,0,0.824,PHG,PHG,0
3/6/14,bf,dd1,un,PHG,PHG,F,F,FF,same,dd,1,Stable,bf,un,0,bf,un,bf_un,4425,stayed together,0,0.899,PHG,PHG,1
3/7/14,ob,dt1,oo,PHG,PHG,F,F,FF,same,dt,1,Stable,ob,oo,0,ob,oo,ob_oo,4350,stayed together,0,0.212,PHG,PHG,1
3/7/14,oy,dp2,fx,PHG,PHG,F,F,FF,same,dp,2,Stable,fx,oy,0,fx,oy,fx_oy,4380,stayed together,0,0.794,PHG,PHG,0
3/7/14,oy,dt2,fx,PHG,PHG,F,F,FF,same,dt,2,Stable,fx,oy,0,fx,oy,fx_oy,4380,stayed together,0,0.794,PHG,PHG,0
3/7/14,ut,dd2,uv,ENK,ENK,F,F,FF,same,dd,2,Stable,uv,ut,0,ut,uv,ut_uv,4275,stayed together,0.25,0.639,ENK,ENK,0
3/7/14,ux,dn2,ob,PHG,PHG,F,F,FF,same,dn,2,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.436,PHG,PHG,0
3/10/14,qn,dd1,ut,ENK,ENK,F,F,FF,same,dd,1,Stable,qn,ut,0,qn,ut,qn_ut,4260,stayed together,0,0.376,ENK,ENK,1
