date,focal,act,partner,focgroup,prtgroup,focsex,prtsex,dyadtype,group.combo,behav,direction,period,winner,loser,Intensity,id1,id2,Dyad,Obs.effort,outcome,rval,RankDiff,winner.group,loser.group,win,s1,d1,s2,d2,relative.size
1/21/16,oa,dt1,by,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,oa,by,0,oa,by,by_oa,1695,briefly together,0,0.381341818,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
1/21/16,oa,dt1,by,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,oa,by,0,oa,by,by_oa,1695,briefly together,0,0.381341818,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
1/21/16,oa,dt1,by,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,oa,by,0,oa,by,by_oa,1695,briefly together,0,0.381341818,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
1/21/16,oa,dt1,by,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,oa,by,0,oa,by,by_oa,1695,briefly together,0,0.381341818,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
1/21/16,oa,dt1,by,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,oa,by,0,oa,by,by_oa,1695,briefly together,0,0.381341818,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
1/27/16,oo,dc2,by,ENK,ENK,F,F,FF,same,dc,2,Dispersal 2,by,oo,1,oo,by,by_oo,1650,briefly together,0,0.360132368,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
1/27/16,oo,dc2,by,ENK,ENK,F,F,FF,same,dc,2,Dispersal 2,by,oo,1,oo,by,by_oo,1650,briefly together,0,0.360132368,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
2/6/16,tr,dt1,uk,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,tr,uk,0,tr,uk,tr_uk,1695,briefly together,0,0.616900441,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
2/6/16,tr,dt1,uk,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,tr,uk,0,tr,uk,tr_uk,1695,briefly together,0,0.616900441,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
2/6/16,uv,dn2,oo,ENK,ENK,F,F,FF,same,dn,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dn2,oo,ENK,ENK,F,F,FF,same,dn,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dp2,oo,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dp2,oo,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dp2,oo,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dp2,oo,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dt2,oo,ENK,ENK,F,F,FF,same,dt,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dt2,oo,ENK,ENK,F,F,FF,same,dt,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dt2,oo,ENK,ENK,F,F,FF,same,dt,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
2/6/16,uv,dt2,oo,ENK,ENK,F,F,FF,same,dt,2,Dispersal 2,oo,uv,0,uv,oo,oo_uv,1680,briefly together,0,0.173370633,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
3/17/16,ob,dn1,uv,ENK,ENK,F,F,FF,same,dn,1,Dispersal 2,ob,uv,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dn1,uv,ENK,ENK,F,F,FF,same,dn,1,Dispersal 2,ob,uv,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dp2,uv,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,uv,ob,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dp2,uv,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,uv,ob,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dp2,uv,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,uv,ob,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dp2,uv,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,uv,ob,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dp2,uv,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,uv,ob,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dp2,uv,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,uv,ob,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dt1,uv,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,ob,uv,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dt1,uv,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,ob,uv,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dt1,uv,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,ob,uv,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
3/17/16,ob,dt1,uv,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,ob,uv,0,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
3/18/16,qn,dc1,ob,ENK,ENK,F,F,FF,same,dc,1,Dispersal 2,qn,ob,1,qn,ob,ob_qn,1650,briefly together,0,0.123018055,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,qn,dc1,ob,ENK,ENK,F,F,FF,same,dc,1,Dispersal 2,qn,ob,1,qn,ob,ob_qn,1650,briefly together,0,0.123018055,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,qn,dc2,ob,ENK,ENK,F,F,FF,same,dc,2,Dispersal 2,ob,qn,1,qn,ob,ob_qn,1650,briefly together,0,0.123018055,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
3/18/16,qn,dc2,ob,ENK,ENK,F,F,FF,same,dc,2,Dispersal 2,ob,qn,1,qn,ob,ob_qn,1650,briefly together,0,0.123018055,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dc2,ob,ENK,ENK,F,F,FF,same,dc,2,Dispersal 2,ob,ua,1,ua,ob,ob_ua,1680,briefly together,0,0.564109953,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dc2,ob,ENK,ENK,F,F,FF,same,dc,2,Dispersal 2,ob,ua,1,ua,ob,ob_ua,1680,briefly together,0,0.564109953,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dn1,oo,ENK,ENK,F,F,FF,same,dn,1,Dispersal 2,ua,oo,0,ua,oo,oo_ua,1650,briefly together,0,0.351775663,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dn1,oo,ENK,ENK,F,F,FF,same,dn,1,Dispersal 2,ua,oo,0,ua,oo,oo_ua,1650,briefly together,0,0.351775663,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dp1,oo,ENK,ENK,F,F,FF,same,dp,1,Dispersal 2,ua,oo,0,ua,oo,oo_ua,1650,briefly together,0,0.351775663,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dp1,oo,ENK,ENK,F,F,FF,same,dp,1,Dispersal 2,ua,oo,0,ua,oo,oo_ua,1650,briefly together,0,0.351775663,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dt1,oo,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,ua,oo,0,ua,oo,oo_ua,1650,briefly together,0,0.351775663,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dt1,oo,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,ua,oo,0,ua,oo,oo_ua,1650,briefly together,0,0.351775663,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dt1,oo,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,ua,oo,0,ua,oo,oo_ua,1650,briefly together,0,0.351775663,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
3/18/16,ua,dt1,oo,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,ua,oo,0,ua,oo,oo_ua,1650,briefly together,0,0.351775663,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
4/2/16,o6,dn2,uk,ENK,ENK,F,F,FF,same,dn,2,Dispersal 2,uk,o6,0,o6,uk,o6_uk,1695,briefly together,0,0.077623007,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
4/2/16,o6,dt2,uk,ENK,ENK,F,F,FF,same,dt,2,Dispersal 2,uk,o6,0,o6,uk,o6_uk,1695,briefly together,0,0.077623007,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
