date,focal,act,partner,focgroup,prtgroup,focsex,prtsex,dyadtype,group.combo,behav,direction,period,winner,loser,Intensity,id1,id2,Dyad,Obs.effort,outcome,rval,RankDiff,winner.group,loser.group,win,s1,d1,s2,d2,relative.size
11/7/14,ob,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Stable,ob,oy,0,ob,oy,ob_oy,4290,split apart,0.25,0.405578306,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
11/8/14,fx,dp1,ob,PHG,PHG,F,F,FF,same,dp,1,Stable,fx,ob,0,fx,ob,fx_ob,4410,split apart,0,0.388076799,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
11/8/14,fx,dt1,ob,PHG,PHG,F,F,FF,same,dt,1,Stable,fx,ob,0,fx,ob,fx_ob,4410,split apart,0,0.388076799,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
11/8/14,oo,dn2,fx,PHG,PHG,F,F,FF,same,dn,2,Stable,fx,oo,0,oo,fx,fx_oo,4440,split apart,0,0.175742509,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
11/8/14,oo,dn2,ty,PHG,PHG,F,F,FF,same,dn,2,Stable,ty,oo,0,oo,ty,oo_ty,4320,split apart,0,0.249204734,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
11/8/14,oo,dt2,ty,PHG,PHG,F,F,FF,same,dt,2,Stable,ty,oo,0,oo,ty,oo_ty,4320,split apart,0,0.249204734,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
11/13/14,ug,dd2,o6,PHG,PHG,F,F,FF,same,dd,2,Stable,o6,ug,0,ug,o6,o6_ug,1740,split apart,0,0.052865553,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
11/25/14,ob,dn1,ux,PHG,PHG,F,F,FF,same,dn,1,Stable,ob,ux,0,ob,ux,ob_ux,4410,split apart,0,0.435890047,PHG,PHG,1,PHG,YNT,PHG,ENK,leaver
11/26/14,o6,dc1,un,PHG,PHG,F,F,FF,same,dc,1,Stable,o6,un,1,o6,un,o6_un,1770,split apart,0,0.043376471,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
11/26/14,o6,dn1,un,PHG,PHG,F,F,FF,same,dn,1,Stable,o6,un,0,o6,un,o6_un,1770,split apart,0,0.043376471,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
11/26/14,o6,dt1,un,PHG,PHG,F,F,FF,same,dt,1,Stable,o6,un,0,o6,un,o6_un,1770,split apart,0,0.043376471,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
11/26/14,oa,dt1,ur,PHG,PHG,F,F,FF,same,dt,1,Stable,oa,ur,0,oa,ur,oa_ur,4365,split apart,0,0.184987053,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
11/27/14,ux,dc2,oy,PHG,PHG,F,F,FF,same,dc,2,Stable,oy,ux,1,ux,oy,oy_ux,4380,split apart,0,0.030311742,PHG,PHG,0,PHG,ENK,PHG,PHG,leaver
11/27/14,ux,dp2,oy,PHG,PHG,F,F,FF,same,dp,2,Stable,oy,ux,0,ux,oy,oy_ux,4380,split apart,0,0.030311742,PHG,PHG,0,PHG,ENK,PHG,PHG,leaver
12/10/14,ty,db2,tr,PHG,PHG,F,F,FF,same,db,2,Stable,tr,ty,0,ty,tr,tr_ty,4395,split apart,0,0.284616286,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
12/30/14,bf,db1,oo,PHG,PHG,F,F,FF,same,db,1,Stable,bf,oo,0,bf,oo,bf_oo,4410,split apart,0,0.351775663,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
1/30/15,ob,dp1,ua,ENK,ENK,F,F,FF,same,dp,1,Dispersal 1,ob,ua,0,ob,ua,ob_ua,1875,briefly together,0,0.564109953,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
1/30/15,ob,dp1,ua,ENK,ENK,F,F,FF,same,dp,1,Dispersal 1,ob,ua,0,ob,ua,ob_ua,1875,briefly together,0,0.564109953,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
2/3/15,oo,db2,qp,ENK,ENK,F,F,FF,same,db,2,Dispersal 1,qp,oo,0,oo,qp,oo_qp,1860,briefly together,0,0.253432111,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
2/3/15,oo,db2,qp,ENK,ENK,F,F,FF,same,db,2,Dispersal 1,qp,oo,0,oo,qp,oo_qp,1860,briefly together,0,0.253432111,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
2/25/15,o6,dn1,ur,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,o6,ur,0,o6,ur,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
2/25/15,o6,dn1,ur,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,o6,ur,0,o6,ur,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
2/25/15,o6,dt1,ur,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,o6,ur,0,o6,ur,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
2/25/15,o6,dt1,ur,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,o6,ur,0,o6,ur,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
2/25/15,o6,dt1,ur,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,o6,ur,0,o6,ur,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
2/25/15,o6,dt1,ur,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,o6,ur,0,o6,ur,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
2/25/15,o6,dt2,ur,PHG,PHG,F,F,FF,same,dt,2,Dispersal 1,ur,o6,0,o6,ur,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
2/25/15,o6,dt2,ur,PHG,PHG,F,F,FF,same,dt,2,Dispersal 1,ur,o6,0,o6,ur,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
3/24/15,oa,dn2,fx,PHG,PHG,F,F,FF,same,dn,2,Dispersal 1,fx,oa,0,oa,fx,fx_oa,2040,split apart,0,0.154533059,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
3/24/15,oa,dn2,fx,PHG,PHG,F,F,FF,same,dn,2,Dispersal 1,fx,oa,0,oa,fx,fx_oa,2040,split apart,0,0.154533059,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
3/24/15,ob,dt1,qn,ENK,ENK,F,F,FF,same,dt,1,Dispersal 1,ob,qn,0,ob,qn,ob_qn,1845,briefly together,0,0.123018055,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
3/24/15,ob,dt1,qn,ENK,ENK,F,F,FF,same,dt,1,Dispersal 1,ob,qn,0,ob,qn,ob_qn,1845,briefly together,0,0.123018055,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
4/13/15,oa,dp2,gm,PHG,PHG,F,F,FF,same,dp,2,Dispersal 1,gm,oa,0,oa,gm,gm_oa,1965,split apart,0,0.002019029,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
4/13/15,oa,dp2,gm,PHG,PHG,F,F,FF,same,dp,2,Dispersal 1,gm,oa,0,oa,gm,gm_oa,1965,split apart,0,0.002019029,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
4/16/15,qn,dd1,oo,ENK,ENK,F,F,FF,same,dd,1,Dispersal 1,qn,oo,0,qn,oo,oo_qn,1830,briefly together,0,0.089316234,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
4/16/15,qn,dd1,oo,ENK,ENK,F,F,FF,same,dd,1,Dispersal 1,qn,oo,0,qn,oo,oo_qn,1830,briefly together,0,0.089316234,ENK,ENK,1,ENK,ENK,PHG,YNT,remainer
4/22/15,ob,dn1,qn,ENK,ENK,F,F,FF,same,dn,1,Dispersal 1,ob,qn,0,ob,qn,ob_qn,1845,briefly together,0,0.123018055,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
4/22/15,ob,dn1,qn,ENK,ENK,F,F,FF,same,dn,1,Dispersal 1,ob,qn,0,ob,qn,ob_qn,1845,briefly together,0,0.123018055,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
4/22/15,ob,dn2,qn,ENK,ENK,F,F,FF,same,dn,2,Dispersal 1,qn,ob,0,ob,qn,ob_qn,1845,briefly together,0,0.123018055,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
4/22/15,ob,dn2,qn,ENK,ENK,F,F,FF,same,dn,2,Dispersal 1,qn,ob,0,ob,qn,ob_qn,1845,briefly together,0,0.123018055,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
4/29/15,o6,dp1,oy,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,o6,oy,0,o6,oy,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
4/29/15,o6,dp1,oy,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,o6,oy,0,o6,oy,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
4/29/15,oy,db1,o6,PHG,PHG,F,F,FF,same,db,1,Dispersal 1,oy,o6,0,oy,o6,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
4/29/15,oy,db1,o6,PHG,PHG,F,F,FF,same,db,1,Dispersal 1,oy,o6,0,oy,o6,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
4/29/15,oy,dn1,o6,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,oy,o6,0,oy,o6,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
4/29/15,oy,dn1,o6,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,oy,o6,0,oy,o6,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
4/29/15,oy,dn2,o6,PHG,PHG,F,F,FF,same,dn,2,Dispersal 1,o6,oy,0,oy,o6,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
4/29/15,oy,dn2,o6,PHG,PHG,F,F,FF,same,dn,2,Dispersal 1,o6,oy,0,oy,o6,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
4/29/15,oy,dp1,o6,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,oy,o6,0,oy,o6,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
4/29/15,oy,dp1,o6,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,oy,o6,0,oy,o6,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
4/29/15,yp,dp1,oa,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,yp,oa,0,yp,oa,oa_yp,1920,split apart,0,0.264049165,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
4/29/15,yp,dp1,oa,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,yp,oa,0,yp,oa,oa_yp,1920,split apart,0,0.264049165,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
5/8/15,o6,dn1,oy,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,o6,oy,0,o6,oy,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
5/8/15,o6,dn1,oy,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,o6,oy,0,o6,oy,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
5/8/15,o6,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,o6,oy,0,o6,oy,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
5/8/15,o6,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,o6,oy,0,o6,oy,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
5/8/15,o6,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,o6,oy,0,o6,oy,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
5/8/15,o6,dt1,oy,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,o6,oy,0,o6,oy,o6_oy,1950,split apart,0.25,0.114046713,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
5/9/15,tr,dn1,uz,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,tr,uz,0,tr,uz,tr_uz,1935,split apart,0,0.370467735,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
5/9/15,tr,dn1,uz,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,tr,uz,0,tr,uz,tr_uz,1935,split apart,0,0.370467735,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
5/22/15,oo,dc1,qn,ENK,ENK,F,F,FF,same,dc,1,Dispersal 1,oo,qn,1,oo,qn,oo_qn,1830,briefly together,0,0.089316234,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
5/22/15,oo,dc1,qn,ENK,ENK,F,F,FF,same,dc,1,Dispersal 1,oo,qn,1,oo,qn,oo_qn,1830,briefly together,0,0.089316234,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
5/22/15,oo,dn1,qn,ENK,ENK,F,F,FF,same,dn,1,Dispersal 1,oo,qn,0,oo,qn,oo_qn,1830,briefly together,0,0.089316234,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
5/22/15,oo,dn1,qn,ENK,ENK,F,F,FF,same,dn,1,Dispersal 1,oo,qn,0,oo,qn,oo_qn,1830,briefly together,0,0.089316234,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
5/22/15,oo,dt2,qn,ENK,ENK,F,F,FF,same,dt,2,Dispersal 1,qn,oo,0,oo,qn,oo_qn,1830,briefly together,0,0.089316234,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
5/22/15,oo,dt2,qn,ENK,ENK,F,F,FF,same,dt,2,Dispersal 1,qn,oo,0,oo,qn,oo_qn,1830,briefly together,0,0.089316234,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
5/25/15,fx,db1,tr,PHG,PHG,F,F,FF,same,db,1,Dispersal 1,fx,tr,0,fx,tr,fx_tr,1995,split apart,0,0.140330957,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
5/25/15,fx,db1,tr,PHG,PHG,F,F,FF,same,db,1,Dispersal 1,fx,tr,0,fx,tr,fx_tr,1995,split apart,0,0.140330957,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
5/25/15,yp,dp1,o6,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,yp,o6,0,yp,o6,o6_yp,1830,split apart,0,0.789124497,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
5/25/15,yp,dp1,o6,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,yp,o6,0,yp,o6,o6_yp,1830,split apart,0,0.789124497,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/4/15,oy,dc1,ob,PHG,PHG,F,F,FF,same,dc,1,Dispersal 1,oy,ob,1,oy,ob,ob_oy,1995,split apart,0.25,0.405578306,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/4/15,oy,dc1,ob,PHG,PHG,F,F,FF,same,dc,1,Dispersal 1,oy,ob,1,oy,ob,ob_oy,1995,split apart,0.25,0.405578306,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/4/15,oy,dt2,ob,PHG,PHG,F,F,FF,same,dt,2,Dispersal 1,ob,oy,0,oy,ob,ob_oy,1995,split apart,0.25,0.405578306,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/4/15,oy,dt2,ob,PHG,PHG,F,F,FF,same,dt,2,Dispersal 1,ob,oy,0,oy,ob,ob_oy,1995,split apart,0.25,0.405578306,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/4/15,ur,dc2,oa,PHG,PHG,F,F,FF,same,dc,2,Dispersal 1,oa,ur,1,ur,oa,oa_ur,1995,split apart,0,0.184987053,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/4/15,ur,dc2,oa,PHG,PHG,F,F,FF,same,dc,2,Dispersal 1,oa,ur,1,ur,oa,oa_ur,1995,split apart,0,0.184987053,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/10/15,ty,dc1,oa,PHG,PHG,F,F,FF,same,dc,1,Dispersal 1,ty,oa,1,ty,oa,oa_ty,1950,split apart,0,0.270414184,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/10/15,ty,dc1,oa,PHG,PHG,F,F,FF,same,dc,1,Dispersal 1,ty,oa,1,ty,oa,oa_ty,1950,split apart,0,0.270414184,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/10/15,ty,dp1,oa,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,ty,oa,0,ty,oa,oa_ty,1950,split apart,0,0.270414184,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/10/15,ty,dp1,oa,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,ty,oa,0,ty,oa,oa_ty,1950,split apart,0,0.270414184,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/10/15,ty,dt1,oa,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,ty,oa,0,ty,oa,oa_ty,1950,split apart,0,0.270414184,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/10/15,ty,dt1,oa,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,ty,oa,0,ty,oa,oa_ty,1950,split apart,0,0.270414184,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/11/15,ty,dp1,o6,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,ty,o6,0,ty,o6,o6_ty,1860,split apart,0,0.254661148,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/11/15,ty,dp1,o6,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,ty,o6,0,ty,o6,o6_ty,1860,split apart,0,0.254661148,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dc2,oa,PHG,PHG,F,F,FF,same,dc,2,Dispersal 1,oa,ur,1,ur,oa,oa_ur,1995,split apart,0,0.184987053,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dc2,oa,PHG,PHG,F,F,FF,same,dc,2,Dispersal 1,oa,ur,1,ur,oa,oa_ur,1995,split apart,0,0.184987053,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dp2,oa,PHG,PHG,F,F,FF,same,dp,2,Dispersal 1,oa,ur,0,ur,oa,oa_ur,1995,split apart,0,0.184987053,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dp2,oa,PHG,PHG,F,F,FF,same,dp,2,Dispersal 1,oa,ur,0,ur,oa,oa_ur,1995,split apart,0,0.184987053,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dt1,o6,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,ur,o6,0,ur,o6,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dt1,o6,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,ur,o6,0,ur,o6,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dt2,o6,PHG,PHG,F,F,FF,same,dt,2,Dispersal 1,o6,ur,0,ur,o6,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dt2,o6,PHG,PHG,F,F,FF,same,dt,2,Dispersal 1,o6,ur,0,ur,o6,o6_ur,1905,split apart,0,0.340088279,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dt2,oa,PHG,PHG,F,F,FF,same,dt,2,Dispersal 1,oa,ur,0,ur,oa,oa_ur,1995,split apart,0,0.184987053,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/11/15,ur,dt2,oa,PHG,PHG,F,F,FF,same,dt,2,Dispersal 1,oa,ur,0,ur,oa,oa_ur,1995,split apart,0,0.184987053,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
6/16/15,ty,dp1,oo,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,ty,oo,0,ty,oo,oo_ty,1890,split apart,0,0.249204734,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/16/15,ty,dp1,oo,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,ty,oo,0,ty,oo,oo_ty,1890,split apart,0,0.249204734,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
6/24/15,oa,dn2,yp,PHG,PHG,F,F,FF,same,dn,2,Dispersal 1,yp,oa,0,oa,yp,oa_yp,1920,split apart,0,0.264049165,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
6/24/15,oa,dn2,yp,PHG,PHG,F,F,FF,same,dn,2,Dispersal 1,yp,oa,0,oa,yp,oa_yp,1920,split apart,0,0.264049165,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
6/24/15,oa,dn2,yp,PHG,PHG,F,F,FF,same,dn,2,Dispersal 1,yp,oa,0,oa,yp,oa_yp,1920,split apart,0,0.264049165,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
6/24/15,oa,dn2,yp,PHG,PHG,F,F,FF,same,dn,2,Dispersal 1,yp,oa,0,oa,yp,oa_yp,1920,split apart,0,0.264049165,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
7/4/15,ob,dp2,uj,PHG,PHG,F,F,FF,same,dp,2,Dispersal 1,uj,ob,0,ob,uj,ob_uj,1950,split apart,0,0.181509258,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
7/4/15,ob,dp2,uj,PHG,PHG,F,F,FF,same,dp,2,Dispersal 1,uj,ob,0,ob,uj,ob_uj,1950,split apart,0,0.181509258,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
7/10/15,gm,dp1,o6,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,gm,o6,0,gm,o6,gm_o6,1875,split apart,0,0.523056304,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
7/10/15,gm,dp1,o6,PHG,PHG,F,F,FF,same,dp,1,Dispersal 1,gm,o6,0,gm,o6,gm_o6,1875,split apart,0,0.523056304,PHG,PHG,1,PHG,PHG,PHG,YNT,remainer
7/10/15,ob,db1,un,PHG,PHG,F,F,FF,same,db,1,Dispersal 1,ob,un,0,ob,un,ob_un,1905,split apart,0,0.334908064,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
7/10/15,ob,db1,un,PHG,PHG,F,F,FF,same,db,1,Dispersal 1,ob,un,0,ob,un,ob_un,1905,split apart,0,0.334908064,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
7/10/15,ob,dn1,ur,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,ob,ur,0,ob,ur,ob_ur,1950,split apart,0,0.048556686,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
7/10/15,ob,dn1,ur,PHG,PHG,F,F,FF,same,dn,1,Dispersal 1,ob,ur,0,ob,ur,ob_ur,1950,split apart,0,0.048556686,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
7/10/15,ob,dt1,ur,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,ob,ur,0,ob,ur,ob_ur,1950,split apart,0,0.048556686,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
7/10/15,ob,dt1,ur,PHG,PHG,F,F,FF,same,dt,1,Dispersal 1,ob,ur,0,ob,ur,ob_ur,1950,split apart,0,0.048556686,PHG,PHG,1,PHG,YNT,PHG,PHG,leaver
9/1/15,uz,dc2,tr,PHG,PHG,F,F,FF,same,dc,2,Dispersal 1,tr,uz,1,uz,tr,tr_uz,1935,split apart,0,0.370467735,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
9/1/15,uz,dc2,tr,PHG,PHG,F,F,FF,same,dc,2,Dispersal 1,tr,uz,1,uz,tr,tr_uz,1935,split apart,0,0.370467735,PHG,PHG,0,PHG,PHG,PHG,YNT,remainer
9/21/15,tr,db2,ur,PHG,PHG,F,F,FF,same,db,2,Dispersal 1,ur,tr,0,tr,ur,tr_ur,1950,split apart,0,0.199189155,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
9/21/15,tr,db2,ur,PHG,PHG,F,F,FF,same,db,2,Dispersal 1,ur,tr,0,tr,ur,tr_ur,1950,split apart,0,0.199189155,PHG,PHG,0,PHG,YNT,PHG,PHG,leaver
10/1/15,oo,dd1,uk,ENK,ENK,F,F,FF,same,dd,1,Dispersal 2,oo,uk,0,oo,uk,oo_uk,1665,briefly together,0,0.581488889,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
10/1/15,oo,dd1,uk,ENK,ENK,F,F,FF,same,dd,1,Dispersal 2,oo,uk,0,oo,uk,oo_uk,1665,briefly together,0,0.581488889,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
10/7/15,uk,dp2,ob,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,ob,uk,0,uk,ob,ob_uk,1695,briefly together,0,0.3691546,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
10/7/15,uk,dp2,ob,ENK,ENK,F,F,FF,same,dp,2,Dispersal 2,ob,uk,0,uk,ob,ob_uk,1695,briefly together,0,0.3691546,ENK,ENK,0,ENK,ENK,PHG,YNT,remainer
11/18/15,ob,dc1,uv,ENK,ENK,F,F,FF,same,dc,1,Dispersal 2,ob,uv,1,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
11/18/15,ob,dc1,uv,ENK,ENK,F,F,FF,same,dc,1,Dispersal 2,ob,uv,1,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
11/18/15,ob,dc2,uv,ENK,ENK,F,F,FF,same,dc,2,Dispersal 2,uv,ob,1,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
11/18/15,ob,dc2,uv,ENK,ENK,F,F,FF,same,dc,2,Dispersal 2,uv,ob,1,ob,uv,ob_uv,1710,briefly together,0,0.385704922,ENK,ENK,0,PHG,YNT,ENK,ENK,leaver
11/25/15,ob,db1,ua,ENK,ENK,F,F,FF,same,db,1,Dispersal 2,ob,ua,0,ob,ua,ob_ua,1680,briefly together,0,0.564109953,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
11/25/15,ob,db1,ua,ENK,ENK,F,F,FF,same,db,1,Dispersal 2,ob,ua,0,ob,ua,ob_ua,1680,briefly together,0,0.564109953,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
1/21/16,oa,dt1,by,ENK,ENK,F,F,FF,same,dt,1,Dispersal 2,oa,by,0,oa,by,by_oa,1695,briefly together,0,0.381341818,ENK,ENK,1,PHG,YNT,ENK,ENK,leaver
