Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,rval,kincat2,start1,destination1,start2,destination2,avg.rank1,avg.rank2,RankDiff,dob1,dob2,agediff,outcome.long,outcome.short
oo_ur,1935,Dispersal 1,oo,ur,1.4333,f,ENK,f,PHG,ff,different,0.0007,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.484,0.164,4/8/07,8/3/02,4.678986995,split apart,split
oo_ut,1860,Dispersal 1,oo,ut,3.8333,f,ENK,f,ENK,ff,same,0.0021,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.183,0.465,4/8/07,2/27/99,8.109514031,briefly together,briefly
oo_uv,1875,Dispersal 1,oo,uv,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.822,0.173,4/8/07,7/24/07,0.292950034,briefly together,briefly
oo_ux,1920,Dispersal 1,oo,ux,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,ENK,0.648,0.000,0.648,4/8/07,1/15/07,0.227241615,split apart,split
oo_uz,1920,Dispersal 1,oo,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.313,0.335,4/8/07,5/27/08,1.136208077,split apart,split
oo_yp,1860,Dispersal 1,oo,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.933,0.285,4/8/07,2/23/11,3.879534565,split apart,split
oy_qc,1920,Dispersal 1,oy,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.636,0.606,4/6/07,4/6/10,3.000684463,never together,never
oy_qn,1890,Dispersal 1,oy,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.559,0.529,4/6/07,5/24/07,0.131416838,never together,never
oy_qp,1920,Dispersal 1,oy,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.395,0.364,4/6/07,1/23/06,1.199178645,never together,never
oy_tr,1995,Dispersal 1,oy,tr,5.4500,f,PHG,f,PHG,ff,same,0.0027,0,Non-kin,PHG,PHG,PHG,YNT,0.030,0.684,0.653,4/6/07,NA,NA,split apart,split
oy_ty,1950,Dispersal 1,oy,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.399,0.369,4/6/07,8/6/09,2.335386721,stayed together,stayed
oy_ua,1920,Dispersal 1,oy,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,1.000,0.970,4/6/07,3/19/05,2.047912389,never together,never
oy_ug,2025,Dispersal 1,oy,ug,0.3167,f,PHG,f,PHG,ff,same,0.0002,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.197,0.167,4/6/07,10/27/08,1.560574949,stayed together,stayed
oy_uj,1995,Dispersal 1,oy,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.254,0.224,4/6/07,4/19/10,3.036276523,stayed together,stayed
oy_uk,1980,Dispersal 1,oy,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.067,0.036,4/6/07,2/26/09,1.894592745,never together,never
oy_un,1950,Dispersal 1,oy,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.101,0.071,4/6/07,11/20/00,6.373716632,stayed together,stayed
oy_ur,1995,Dispersal 1,oy,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.484,0.454,4/6/07,8/3/02,4.673511294,stayed together,stayed
oy_ut,1920,Dispersal 1,oy,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.183,0.153,4/6/07,2/27/99,8.10403833,never together,never
oy_uv,1935,Dispersal 1,oy,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.822,0.791,4/6/07,7/24/07,0.298425736,never together,never
oy_ux,1980,Dispersal 1,oy,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.030,0.000,0.030,4/6/07,1/15/07,0.221765914,split apart,split
oy_uz,1980,Dispersal 1,oy,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.313,0.283,4/6/07,5/27/08,1.141683778,stayed together,stayed
oy_yp,1920,Dispersal 1,oy,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.933,0.903,4/6/07,2/23/11,3.885010267,stayed together,stayed
qc_qn,1770,Dispersal 1,qc,qn,0.0000,f,ENK,f,ENK,ff,same,0.0000,0.25,Sibling,ENK,ENK,ENK,ENK,0.636,0.559,0.077,4/6/10,5/24/07,2.869267625,stayed together,stayed
qc_qp,1800,Dispersal 1,qc,qp,0.7500,f,ENK,f,ENK,ff,same,0.0004,0.25,Sibling,ENK,ENK,ENK,ENK,0.636,0.395,0.241,4/6/10,1/23/06,4.199863107,stayed together,stayed
qc_tr,1875,Dispersal 1,qc,tr,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.636,0.684,0.048,4/6/10,NA,NA,briefly together,briefly
qc_ty,1830,Dispersal 1,qc,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.399,0.237,4/6/10,8/6/09,0.665297741,never together,never
qc_ua,1800,Dispersal 1,qc,ua,11.0833,f,ENK,f,ENK,ff,same,0.0062,0,Non-kin,ENK,ENK,ENK,ENK,0.636,1.000,0.364,4/6/10,3/19/05,5.048596851,stayed together,stayed
qc_ug,1905,Dispersal 1,qc,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.197,0.439,4/6/10,10/27/08,1.440109514,never together,never
qc_uj,1875,Dispersal 1,qc,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.254,0.381,4/6/10,4/19/10,0.03559206,never together,never
qc_uk,1860,Dispersal 1,qc,uk,4.4167,f,ENK,f,ENK,ff,same,0.0024,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.067,0.569,4/6/10,2/26/09,1.106091718,stayed together,stayed
qc_un,1830,Dispersal 1,qc,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.101,0.535,4/6/10,11/20/00,9.374401095,never together,never
qc_ur,1875,Dispersal 1,qc,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.484,0.151,4/6/10,8/3/02,7.674195756,never together,never
qc_ut,1800,Dispersal 1,qc,ut,6.7000,f,ENK,f,ENK,ff,same,0.0037,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.183,0.453,4/6/10,2/27/99,11.10472279,stayed together,stayed
qc_uv,1815,Dispersal 1,qc,uv,17.5333,f,ENK,f,ENK,ff,same,0.0097,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.822,0.186,4/6/10,7/24/07,2.702258727,stayed together,stayed
qc_ux,1860,Dispersal 1,qc,ux,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,PHG,ENK,0.636,0.000,0.636,4/6/10,1/15/07,3.222450376,stayed together,stayed
qc_uz,1860,Dispersal 1,qc,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.313,0.323,4/6/10,5/27/08,1.859000684,never together,never
qc_yp,1800,Dispersal 1,qc,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.0625,Other kin,ENK,ENK,PHG,PHG,0.636,0.933,0.298,4/6/10,2/23/11,0.884325804,never together,never
qn_qp,1770,Dispersal 1,qn,qp,14.0667,f,ENK,f,ENK,ff,same,0.0079,0.25,Sibling,ENK,ENK,ENK,ENK,0.559,0.395,0.164,5/24/07,1/23/06,1.330595483,stayed together,stayed
qn_tr,1845,Dispersal 1,qn,tr,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.559,0.684,0.125,5/24/07,NA,NA,briefly together,briefly
qn_ty,1800,Dispersal 1,qn,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.399,0.160,5/24/07,8/6/09,2.203969884,never together,never
qn_ua,1770,Dispersal 1,qn,ua,9.5833,f,ENK,f,ENK,ff,same,0.0054,0,Non-kin,ENK,ENK,ENK,ENK,0.559,1.000,0.441,5/24/07,3/19/05,2.179329227,stayed together,stayed
qn_ug,1875,Dispersal 1,qn,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.197,0.362,5/24/07,10/27/08,1.429158111,never together,never
qn_uj,1845,Dispersal 1,qn,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.254,0.305,5/24/07,4/19/10,2.904859685,never together,never
qn_uk,1830,Dispersal 1,qn,uk,6.4000,f,ENK,f,ENK,ff,same,0.0035,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.067,0.492,5/24/07,2/26/09,1.763175907,stayed together,stayed
qn_un,1800,Dispersal 1,qn,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.101,0.458,5/24/07,11/20/00,6.50513347,never together,never
qn_ur,1845,Dispersal 1,qn,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.484,0.074,5/24/07,8/3/02,4.804928131,never together,never
qn_ut,1770,Dispersal 1,qn,ut,33.0167,f,ENK,f,ENK,ff,same,0.0187,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.183,0.376,5/24/07,2/27/99,8.235455168,stayed together,stayed
qn_uv,1785,Dispersal 1,qn,uv,77.0167,f,ENK,f,ENK,ff,same,0.0431,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.822,0.263,5/24/07,7/24/07,0.167008898,stayed together,stayed
qn_ux,1830,Dispersal 1,qn,ux,27.9000,f,ENK,f,ENK,ff,same,0.0152,0,Non-kin,ENK,ENK,PHG,ENK,0.559,0.000,0.559,5/24/07,1/15/07,0.353182752,stayed together,stayed
qn_uz,1830,Dispersal 1,qn,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.313,0.246,5/24/07,5/27/08,1.01026694,never together,never
qn_yp,1770,Dispersal 1,qn,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.0625,Other kin,ENK,ENK,PHG,PHG,0.559,0.933,0.375,5/24/07,2/23/11,3.753593429,never together,never
qp_tr,1875,Dispersal 1,qp,tr,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.395,0.684,0.289,1/23/06,NA,NA,briefly together,briefly
qp_ty,1830,Dispersal 1,qp,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.399,0.004,1/23/06,8/6/09,3.534565366,never together,never
qp_ua,1800,Dispersal 1,qp,ua,1.8333,f,ENK,f,ENK,ff,same,0.0010,0,Non-kin,ENK,ENK,ENK,ENK,0.395,1.000,0.605,1/23/06,3/19/05,0.848733744,stayed together,stayed
qp_ug,1905,Dispersal 1,qp,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.197,0.198,1/23/06,10/27/08,2.759753593,never together,never
qp_uj,1875,Dispersal 1,qp,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.254,0.140,1/23/06,4/19/10,4.235455168,never together,never
qp_uk,1860,Dispersal 1,qp,uk,4.8833,f,ENK,f,ENK,ff,same,0.0026,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.067,0.328,1/23/06,2/26/09,3.093771389,stayed together,stayed
qp_un,1830,Dispersal 1,qp,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.101,0.294,1/23/06,11/20/00,5.174537988,never together,never
qp_ur,1875,Dispersal 1,qp,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.484,0.090,1/23/06,8/3/02,3.474332649,never together,never
qp_ut,1800,Dispersal 1,qp,ut,1.2500,f,ENK,f,ENK,ff,same,0.0007,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.183,0.212,1/23/06,2/27/99,6.904859685,stayed together,stayed
qp_uv,1815,Dispersal 1,qp,uv,0.8667,f,ENK,f,ENK,ff,same,0.0005,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.822,0.427,1/23/06,7/24/07,1.497604381,stayed together,stayed
qp_ux,1860,Dispersal 1,qp,ux,3.2167,f,ENK,f,ENK,ff,same,0.0017,0,Non-kin,ENK,ENK,PHG,ENK,0.395,0.000,0.395,1/23/06,1/15/07,0.977412731,stayed together,stayed
qp_uz,1860,Dispersal 1,qp,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.313,0.082,1/23/06,5/27/08,2.340862423,never together,never
qp_yp,1800,Dispersal 1,qp,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.0625,Other kin,ENK,ENK,PHG,PHG,0.395,0.933,0.539,1/23/06,2/23/11,5.084188912,never together,never
tr_ty,1905,Dispersal 1,tr,ty,67.0167,f,PHG,f,PHG,ff,same,0.0352,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.399,0.285,NA,8/6/09,NA,split apart,split
tr_ua,1875,Dispersal 1,tr,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.684,1.000,0.316,NA,3/19/05,NA,briefly together,briefly
tr_ug,1980,Dispersal 1,tr,ug,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.197,0.486,NA,10/27/08,NA,split apart,split
tr_uj,1950,Dispersal 1,tr,uj,1.1667,f,PHG,f,PHG,ff,same,0.0006,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.254,0.429,NA,4/19/10,NA,split apart,split
tr_uk,1935,Dispersal 1,tr,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.684,0.067,0.617,NA,2/26/09,NA,briefly together,briefly
tr_un,1905,Dispersal 1,tr,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.101,0.583,NA,11/20/00,NA,split apart,split
tr_ur,1950,Dispersal 1,tr,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.484,0.199,NA,8/3/02,NA,split apart,split
tr_ut,1875,Dispersal 1,tr,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.684,0.183,0.501,NA,2/27/99,NA,briefly together,briefly
tr_uv,1890,Dispersal 1,tr,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.684,0.822,0.138,NA,7/24/07,NA,briefly together,briefly
tr_ux,1935,Dispersal 1,tr,ux,0.6500,f,PHG,f,ENK,ff,different,0.0003,0,Non-kin,PHG,YNT,PHG,ENK,0.684,0.000,0.684,NA,1/15/07,NA,split apart,split
tr_uz,1935,Dispersal 1,tr,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.313,0.370,NA,5/27/08,NA,split apart,split
tr_yp,1875,Dispersal 1,tr,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.684,0.933,0.250,NA,2/23/11,NA,split apart,split
ty_ua,1830,Dispersal 1,ty,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.399,1.000,0.601,8/6/09,3/19/05,4.38329911,never together,never
ty_ug,1935,Dispersal 1,ty,ug,0.0667,f,PHG,f,PHG,ff,same,3.44530577088717e-05,0,Non-kin,PHG,PHG,PHG,PHG,0.399,0.197,0.202,8/6/09,10/27/08,0.774811773,stayed together,stayed
ty_uj,1905,Dispersal 1,ty,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.399,0.254,0.145,8/6/09,4/19/10,0.700889802,stayed together,stayed
ty_uk,1890,Dispersal 1,ty,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.399,0.067,0.332,8/6/09,2/26/09,0.440793977,never together,never
ty_un,1860,Dispersal 1,ty,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.399,0.101,0.298,8/6/09,11/20/00,8.709103354,stayed together,stayed
ty_ur,1905,Dispersal 1,ty,ur,1.3667,f,PHG,f,PHG,ff,same,0.0007,0,Non-kin,PHG,PHG,PHG,PHG,0.399,0.484,0.085,8/6/09,8/3/02,7.008898015,stayed together,stayed
ty_ut,1830,Dispersal 1,ty,ut,1.8167,f,PHG,f,ENK,ff,different,0.0010,0,Non-kin,PHG,PHG,ENK,ENK,0.399,0.183,0.216,8/6/09,2/27/99,10.43942505,never together,never
ty_uv,1845,Dispersal 1,ty,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.399,0.822,0.423,8/6/09,7/24/07,2.036960986,never together,never
ty_ux,1890,Dispersal 1,ty,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.399,0.000,0.399,8/6/09,1/15/07,2.557152635,split apart,split
ty_uz,1890,Dispersal 1,ty,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.399,0.313,0.086,8/6/09,5/27/08,1.193702943,stayed together,stayed
ty_yp,1830,Dispersal 1,ty,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.399,0.933,0.534,8/6/09,2/23/11,1.549623546,stayed together,stayed
ua_ug,1905,Dispersal 1,ua,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,1.000,0.197,0.803,3/19/05,10/27/08,3.608487337,never together,never
ua_uj,1875,Dispersal 1,ua,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,1.000,0.254,0.746,3/19/05,4/19/10,5.084188912,never together,never
ua_uk,1860,Dispersal 1,ua,uk,30.0833,f,ENK,f,ENK,ff,same,0.0162,0,Non-kin,ENK,ENK,ENK,ENK,1.000,0.067,0.933,3/19/05,2/26/09,3.942505133,stayed together,stayed
ua_un,1830,Dispersal 1,ua,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.25,Sibling,ENK,ENK,PHG,PHG,1.000,0.101,0.899,3/19/05,11/20/00,4.325804244,never together,never
ua_ur,1875,Dispersal 1,ua,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.25,Sibling,ENK,ENK,PHG,PHG,1.000,0.484,0.516,3/19/05,8/3/02,2.625598905,never together,never
ua_ut,1800,Dispersal 1,ua,ut,26.5667,f,ENK,f,ENK,ff,same,0.0148,0.25,Sibling,ENK,ENK,ENK,ENK,1.000,0.183,0.817,3/19/05,2/27/99,6.056125941,stayed together,stayed
ua_uv,1815,Dispersal 1,ua,uv,24.8167,f,ENK,f,ENK,ff,same,0.0137,0.25,Sibling,ENK,ENK,ENK,ENK,1.000,0.822,0.178,3/19/05,7/24/07,2.346338125,stayed together,stayed
ua_ux,1860,Dispersal 1,ua,ux,17.3833,f,ENK,f,ENK,ff,same,0.0093,0,Non-kin,ENK,ENK,PHG,ENK,1.000,0.000,1.000,3/19/05,1/15/07,1.826146475,stayed together,stayed
ua_uz,1860,Dispersal 1,ua,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.125,Aunt-niece,ENK,ENK,PHG,PHG,1.000,0.313,0.687,3/19/05,5/27/08,3.189596167,never together,never
ua_yp,1800,Dispersal 1,ua,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,1.000,0.933,0.067,3/19/05,2/23/11,5.932922656,never together,never
ug_uj,1980,Dispersal 1,ug,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.0625,Other kin,PHG,PHG,PHG,PHG,0.197,0.254,0.057,10/27/08,4/19/10,1.475701574,stayed together,stayed
ug_uk,1965,Dispersal 1,ug,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0.0625,Other kin,PHG,PHG,ENK,ENK,0.197,0.067,0.130,10/27/08,2/26/09,0.334017796,never together,never
ug_un,1935,Dispersal 1,ug,un,16.7833,f,PHG,f,PHG,ff,same,0.0087,0.5,Mother-offspring,PHG,PHG,PHG,PHG,0.197,0.101,0.096,10/27/08,11/20/00,7.934291581,stayed together,stayed
ug_ur,1980,Dispersal 1,ug,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.197,0.484,0.287,10/27/08,8/3/02,6.234086242,stayed together,stayed
ug_ut,1905,Dispersal 1,ug,ut,22.6167,f,PHG,f,ENK,ff,different,0.0119,0,Non-kin,PHG,PHG,ENK,ENK,0.197,0.183,0.014,10/27/08,2/27/99,9.664613279,never together,never
ug_uv,1920,Dispersal 1,ug,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.197,0.822,0.624,10/27/08,7/24/07,1.262149213,never together,never
ug_ux,1965,Dispersal 1,ug,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0.0625,Other kin,PHG,PHG,PHG,ENK,0.197,0.000,0.197,10/27/08,1/15/07,1.782340862,split apart,split
ug_uz,1965,Dispersal 1,ug,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.0625,Other kin,PHG,PHG,PHG,PHG,0.197,0.313,0.116,10/27/08,5/27/08,0.41889117,stayed together,stayed
ug_yp,1905,Dispersal 1,ug,yp,0.6667,f,PHG,f,PHG,ff,same,0.0003,0,Non-kin,PHG,PHG,PHG,PHG,0.197,0.933,0.736,10/27/08,2/23/11,2.324435318,stayed together,stayed
uj_uk,1935,Dispersal 1,uj,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0.0625,Other kin,PHG,PHG,ENK,ENK,0.254,0.067,0.188,4/19/10,2/26/09,1.141683778,never together,never
uj_un,1905,Dispersal 1,uj,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.254,0.101,0.153,4/19/10,11/20/00,9.409993155,stayed together,stayed
uj_ur,1950,Dispersal 1,uj,ur,11.6000,f,PHG,f,PHG,ff,same,0.0059,0.5,Mother-offspring,PHG,PHG,PHG,PHG,0.254,0.484,0.230,4/19/10,8/3/02,7.709787817,stayed together,stayed
uj_ut,1875,Dispersal 1,uj,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.254,0.183,0.071,4/19/10,2/27/99,11.14031485,never together,never
uj_uv,1890,Dispersal 1,uj,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.254,0.822,0.567,4/19/10,7/24/07,2.737850787,never together,never
uj_ux,1935,Dispersal 1,uj,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0.0625,Other kin,PHG,PHG,PHG,ENK,0.254,0.000,0.254,4/19/10,1/15/07,3.258042437,split apart,split
uj_uz,1935,Dispersal 1,uj,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.25,Sibling,PHG,PHG,PHG,PHG,0.254,0.313,0.059,4/19/10,5/27/08,1.894592745,stayed together,stayed
uj_yp,1875,Dispersal 1,uj,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.254,0.933,0.679,4/19/10,2/23/11,0.848733744,stayed together,stayed
uk_un,1890,Dispersal 1,uk,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.067,0.101,0.034,2/26/09,11/20/00,8.268309377,never together,never
uk_ur,1935,Dispersal 1,uk,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.067,0.484,0.418,2/26/09,8/3/02,6.568104038,never together,never
uk_ut,1860,Dispersal 1,uk,ut,8.4167,f,ENK,f,ENK,ff,same,0.0045,0.5,Mother-offspring,ENK,ENK,ENK,ENK,0.067,0.183,0.116,2/26/09,2/27/99,9.998631075,stayed together,stayed
uk_uv,1875,Dispersal 1,uk,uv,15.5500,f,ENK,f,ENK,ff,same,0.0083,0,Non-kin,ENK,ENK,ENK,ENK,0.067,0.822,0.755,2/26/09,7/24/07,1.596167009,stayed together,stayed
uk_ux,1920,Dispersal 1,uk,ux,12.8333,f,ENK,f,ENK,ff,same,0.0067,0.25,Sibling,ENK,ENK,PHG,ENK,0.067,0.000,0.067,2/26/09,1/15/07,2.116358658,stayed together,stayed
uk_uz,1920,Dispersal 1,uk,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.0625,Other kin,ENK,ENK,PHG,PHG,0.067,0.313,0.246,2/26/09,5/27/08,0.752908966,never together,never
uk_yp,1860,Dispersal 1,uk,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.067,0.933,0.867,2/26/09,2/23/11,1.990417522,never together,never
un_ur,1905,Dispersal 1,un,ur,16.2667,f,PHG,f,PHG,ff,same,0.0085,0.25,Sibling,PHG,PHG,PHG,PHG,0.101,0.484,0.383,11/20/00,8/3/02,1.700205339,stayed together,stayed
un_ut,1830,Dispersal 1,un,ut,1.5500,f,PHG,f,ENK,ff,different,0.0008,0.25,Sibling,PHG,PHG,ENK,ENK,0.101,0.183,0.082,11/20/00,2/27/99,1.730321697,never together,never
un_uv,1845,Dispersal 1,un,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0.25,Sibling,PHG,PHG,ENK,ENK,0.101,0.822,0.721,11/20/00,7/24/07,6.672142368,never together,never
un_ux,1890,Dispersal 1,un,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.101,0.000,0.101,11/20/00,1/15/07,6.151950719,split apart,split
