Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,Male.Rank,Fem.Rank,RankDiff,s1,d1,s2,d2,outcome,,
by_jy,1650,Dispersal 1,by,jy,0.000,f,ENK,m,PHG,fm,different,0.0000,0.561,0.288,0.273,ENK,ENK,PHG,PHG,never together,,
by_jy,3420,Stable,by,jy,0.000,f,ENK,m,PHG,fm,different,0.0000,0.561,0.288,0.273,ENK,ENK,PHG,PHG,never together,,
by_oe,1530,Dispersal 2,by,oe,0.800,f,ENK,m,PHG,fm,different,0.0005,0.842,0.288,0.553,ENK,ENK,PHG,ENK,stayed together,,
by_oe,1605,Dispersal 1,by,oe,0.000,f,ENK,m,PHG,fm,different,0.0000,0.842,0.288,0.553,ENK,ENK,PHG,ENK,stayed together,,
by_oe,3420,Stable,by,oe,0.000,f,ENK,m,PHG,fm,different,0.0000,0.842,0.288,0.553,ENK,ENK,PHG,ENK,stayed together,,
by_oz,1515,Dispersal 2,by,oz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.632,0.288,0.344,ENK,ENK,ENK,PHG,never together,,
by_oz,1680,Dispersal 1,by,oz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.632,0.288,0.344,ENK,ENK,ENK,PHG,never together,,
by_oz,3360,Stable,by,oz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.632,0.288,0.344,ENK,ENK,ENK,PHG,never together,,
by_ph,1545,Dispersal 2,by,ph,0.000,f,ENK,m,PHG,fm,different,0.0000,0.286,0.288,0.002,ENK,ENK,PHG,PHG,never together,,
by_ph,1695,Dispersal 1,by,ph,0.000,f,ENK,m,PHG,fm,different,0.0000,0.286,0.288,0.002,ENK,ENK,PHG,PHG,never together,,
by_ph,3390,Stable,by,ph,0.000,f,ENK,m,PHG,fm,different,0.0000,0.286,0.288,0.002,ENK,ENK,PHG,PHG,never together,,
by_pz,1500,Dispersal 2,by,pz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.692,0.288,0.403,ENK,ENK,PHG,PHG,never together,,
by_pz,1650,Dispersal 1,by,pz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.692,0.288,0.403,ENK,ENK,PHG,PHG,never together,,
by_pz,3405,Stable,by,pz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.692,0.288,0.403,ENK,ENK,PHG,PHG,never together,,
by_s1,1530,Dispersal 2,by,s1,15.350,f,ENK,m,ENK,fm,same,0.0100,0.217,0.288,0.071,ENK,ENK,ENK,ENK,stayed together,,
by_s1,1695,Dispersal 1,by,s1,5.000,f,ENK,m,ENK,fm,same,0.0029,0.217,0.288,0.071,ENK,ENK,ENK,ENK,stayed together,,
by_s1,3465,Stable,by,s1,36.500,f,ENK,m,ENK,fm,same,0.0105,0.217,0.288,0.071,ENK,ENK,ENK,ENK,stayed together,,
by_s3,1590,Stable,by,s3,0.000,f,ENK,m,ENK,fm,same,0.0000,0.207,0.288,0.081,ENK,ENK,ENK,ENK,stayed together,,
by_sn,1545,Dispersal 2,by,sn,0.000,f,ENK,m,PHG,fm,different,0.0000,0.547,0.288,0.259,ENK,ENK,ENK,PHG,never together,,
by_sn,1605,Dispersal 1,by,sn,5.367,f,ENK,m,PHG,fm,different,0.0033,0.547,0.288,0.259,ENK,ENK,ENK,PHG,never together,,
by_sn,3465,Stable,by,sn,0.117,f,ENK,m,ENK,fm,same,3.36700336700337e-05,0.547,0.288,0.259,ENK,ENK,ENK,PHG,never together,,
by_tp,1515,Dispersal 2,by,tp,6.833,f,ENK,m,ENK,fm,same,0.0045,0.677,0.288,0.389,ENK,ENK,ENK,YNT,briefly together,,
by_tp,1680,Dispersal 1,by,tp,0.000,f,ENK,m,ENK,fm,same,0.0000,0.677,0.288,0.389,ENK,ENK,ENK,YNT,briefly together,,
by_tp,3435,Stable,by,tp,28.417,f,ENK,m,ENK,fm,same,0.0083,0.677,0.288,0.389,ENK,ENK,ENK,YNT,briefly together,,
by_ub,330,Dispersal 2,by,ub,0.000,f,ENK,m,PHG,fm,different,0.0000,0.023,0.288,0.265,ENK,ENK,PHG,PHG,never together,,
by_um,855,Dispersal 2,by,um,0.000,f,ENK,m,PHG,fm,different,0.0000,0.151,0.288,0.137,ENK,ENK,PHG,PHG,never together,,
co_jj,2085,Fission,co,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.133,0.123,PHG,PHG,ENK,ENK,never together,,
co_jy,2085,Fission,co,jy,0.000,f,PHG,m,PHG,fm,same,0.0000,0.561,0.133,0.428,PHG,PHG,PHG,PHG,stayed together,,
co_oe,2100,Fission,co,oe,0.000,f,PHG,m,YNT,fm,different,0.0000,0.842,0.133,0.708,PHG,PHG,PHG,ENK,never together,,
co_oz,2010,Fission,co,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.133,0.498,PHG,PHG,ENK,PHG,stayed together,,
co_ph,2085,Fission,co,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.133,0.153,PHG,PHG,PHG,PHG,stayed together,,
co_pz,2070,Fission,co,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.133,0.558,PHG,PHG,PHG,PHG,stayed together,,
co_s1,2085,Fission,co,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.133,0.084,PHG,PHG,ENK,ENK,never together,,
co_sn,2070,Fission,co,sn,0.000,f,PHG,m,PHG,fm,same,0.0000,0.547,0.133,0.413,PHG,PHG,ENK,PHG,stayed together,,
co_tp,2085,Fission,co,tp,0.417,f,PHG,m,ENK,fm,different,0.0002,0.677,0.133,0.544,PHG,PHG,ENK,YNT,split apart,,
co_xh,2070,Fission,co,xh,0.000,f,PHG,m,PHG,fm,same,0.0000,0.168,0.133,0.034,PHG,PHG,PHG,ENK,never together,,
co_yn,2070,Fission,co,yn,0.000,f,PHG,m,YNT,fm,different,0.0000,0.945,0.133,0.811,PHG,PHG,PHG,YNT,split apart,,
co_yr,2055,Fission,co,yr,0.000,f,PHG,m,ENK,fm,different,0.0000,0.607,0.133,0.474,PHG,PHG,PHG,ENK,never together,,
co_yy,2070,Fission,co,yy,0.000,f,PHG,m,ENK,fm,different,0.0000,0.207,0.133,0.074,PHG,PHG,ENK,ENK,never together,,
dz_eb,945,Stable,dz,eb,0.000,f,PHG,m,PHG,fm,same,0.0000,0.603,0.753,0.150,PHG,PHG,PHG,PHG,stayed together,,
dz_ez,270,Dispersal 1,dz,ez,0.000,f,PHG,m,PHG,fm,same,0.0000,0.115,0.753,0.638,PHG,PHG,PHG,PHG,stayed together,,
dz_ez,3540,Stable,dz,ez,0.000,f,PHG,m,PHG,fm,same,0.0000,0.115,0.753,0.638,PHG,PHG,PHG,PHG,stayed together,,
dz_fh,1200,Stable,dz,fh,0.000,f,PHG,m,PHG,fm,same,0.0000,0.209,0.753,0.544,PHG,PHG,PHG,PHG,stayed together,,
dz_jj,1500,Dispersal 2,dz,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.753,0.497,PHG,PHG,ENK,ENK,never together,,
dz_jj,1725,Dispersal 1,dz,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.753,0.497,PHG,PHG,ENK,ENK,never together,,
dz_jj,2535,Fission,dz,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.753,0.497,PHG,PHG,ENK,ENK,never together,,
dz_jj,3615,Stable,dz,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.753,0.497,PHG,PHG,ENK,ENK,never together,,
dz_jy,1545,Dispersal 2,dz,jy,0.000,f,PHG,m,PHG,fm,same,0.0000,0.561,0.753,0.192,PHG,PHG,PHG,PHG,stayed together,,
dz_jy,1710,Dispersal 1,dz,jy,0.000,f,PHG,m,PHG,fm,same,0.0000,0.561,0.753,0.192,PHG,PHG,PHG,PHG,stayed together,,
dz_jy,2520,Fission,dz,jy,0.217,f,PHG,m,PHG,fm,same,8.5978835978836e-05,0.561,0.753,0.192,PHG,PHG,PHG,PHG,stayed together,,
dz_jy,3555,Stable,dz,jy,0.000,f,PHG,m,PHG,fm,same,0.0000,0.561,0.753,0.192,PHG,PHG,PHG,PHG,stayed together,,
dz_oe,1530,Dispersal 2,dz,oe,0.450,f,PHG,m,PHG,fm,same,0.0003,0.842,0.753,0.088,PHG,PHG,PHG,ENK,never together,,
dz_oe,1665,Dispersal 1,dz,oe,0.000,f,PHG,m,PHG,fm,same,0.0000,0.842,0.753,0.088,PHG,PHG,PHG,ENK,never together,,
dz_oe,2520,Fission,dz,oe,0.000,f,PHG,m,YNT,fm,different,0.0000,0.842,0.753,0.088,PHG,PHG,PHG,ENK,never together,,
dz_oe,3555,Stable,dz,oe,0.000,f,PHG,m,PHG,fm,same,0.0000,0.842,0.753,0.088,PHG,PHG,PHG,ENK,never together,,
dz_oz,1515,Dispersal 2,dz,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.753,0.122,PHG,PHG,ENK,PHG,stayed together,,
dz_oz,1740,Dispersal 1,dz,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.753,0.122,PHG,PHG,ENK,PHG,stayed together,,
dz_oz,2445,Fission,dz,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.753,0.122,PHG,PHG,ENK,PHG,stayed together,,
dz_oz,3495,Stable,dz,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.753,0.122,PHG,PHG,ENK,PHG,stayed together,,
dz_ph,1545,Dispersal 2,dz,ph,3.283,f,PHG,m,PHG,fm,same,0.0021,0.286,0.753,0.467,PHG,PHG,PHG,PHG,stayed together,,
dz_ph,1755,Dispersal 1,dz,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.753,0.467,PHG,PHG,PHG,PHG,stayed together,,
dz_ph,2505,Fission,dz,ph,2.400,f,PHG,m,PHG,fm,same,0.0010,0.286,0.753,0.467,PHG,PHG,PHG,PHG,stayed together,,
dz_ph,3525,Stable,dz,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.753,0.467,PHG,PHG,PHG,PHG,stayed together,,
dz_pz,1500,Dispersal 2,dz,pz,13.300,f,PHG,m,PHG,fm,same,0.0089,0.692,0.753,0.062,PHG,PHG,PHG,PHG,stayed together,,
dz_pz,1710,Dispersal 1,dz,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.753,0.062,PHG,PHG,PHG,PHG,stayed together,,
dz_pz,2520,Fission,dz,pz,14.250,f,PHG,m,PHG,fm,same,0.0057,0.692,0.753,0.062,PHG,PHG,PHG,PHG,stayed together,,
dz_pz,3540,Stable,dz,pz,11.083,f,PHG,m,PHG,fm,same,0.0031,0.692,0.753,0.062,PHG,PHG,PHG,PHG,stayed together,,
dz_s1,1530,Dispersal 2,dz,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.753,0.536,PHG,PHG,ENK,ENK,never together,,
dz_s1,1755,Dispersal 1,dz,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.753,0.536,PHG,PHG,ENK,ENK,never together,,
dz_s1,2535,Fission,dz,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.753,0.536,PHG,PHG,ENK,ENK,never together,,
dz_s1,3600,Stable,dz,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.753,0.536,PHG,PHG,ENK,ENK,never together,,
dz_s3,1680,Stable,dz,s3,0.000,f,PHG,m,ENK,fm,different,0.0000,0.207,0.753,0.546,PHG,PHG,ENK,ENK,never together,,
dz_sn,1545,Dispersal 2,dz,sn,8.750,f,PHG,m,PHG,fm,same,0.0057,0.547,0.753,0.207,PHG,PHG,ENK,PHG,stayed together,,
dz_sn,1665,Dispersal 1,dz,sn,7.117,f,PHG,m,PHG,fm,same,0.0043,0.547,0.753,0.207,PHG,PHG,ENK,PHG,stayed together,,
dz_sn,2475,Fission,dz,sn,2.150,f,PHG,m,PHG,fm,same,0.0009,0.547,0.753,0.207,PHG,PHG,ENK,PHG,stayed together,,
dz_sn,3600,Stable,dz,sn,5.150,f,PHG,m,ENK,fm,different,0.0014,0.547,0.753,0.207,PHG,PHG,ENK,PHG,stayed together,,
dz_tp,1515,Dispersal 2,dz,tp,0.000,f,PHG,m,ENK,fm,different,0.0000,0.677,0.753,0.076,PHG,PHG,ENK,YNT,split apart,,
dz_tp,1740,Dispersal 1,dz,tp,0.000,f,PHG,m,ENK,fm,different,0.0000,0.677,0.753,0.076,PHG,PHG,ENK,YNT,split apart,,
dz_tp,2535,Fission,dz,tp,24.850,f,PHG,m,ENK,fm,different,0.0098,0.677,0.753,0.076,PHG,PHG,ENK,YNT,split apart,,
dz_tp,3570,Stable,dz,tp,0.000,f,PHG,m,ENK,fm,different,0.0000,0.677,0.753,0.076,PHG,PHG,ENK,YNT,split apart,,
dz_ub,360,Dispersal 2,dz,ub,0.000,f,PHG,m,PHG,fm,same,0.0000,0.023,0.753,0.731,PHG,PHG,PHG,PHG,stayed together,,
dz_ub,1425,Fission,dz,ub,0.000,f,PHG,m,PHG,fm,same,0.0000,0.023,0.753,0.731,PHG,PHG,PHG,PHG,stayed together,,
dz_um,855,Dispersal 2,dz,um,0.000,f,PHG,m,PHG,fm,same,0.0000,0.151,0.753,0.603,PHG,PHG,PHG,PHG,stayed together,,
dz_um,2055,Fission,dz,um,0.000,f,PHG,m,PHG,fm,same,0.0000,0.151,0.753,0.603,PHG,PHG,PHG,PHG,stayed together,,
eb_fd,930,Stable,eb,fd,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.895,0.292,PHG,PHG,PHG,PHG,stayed together,,
eb_fx,975,Stable,eb,fx,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.824,0.221,PHG,PHG,PHG,PHG,stayed together,,
eb_oa,945,Stable,eb,oa,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.669,0.067,PHG,PHG,PHG,YNT,split apart,,
eb_ob,960,Stable,eb,ob,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.436,0.167,PHG,PHG,PHG,YNT,split apart,,
eb_oo,960,Stable,eb,oo,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.648,0.045,PHG,PHG,PHG,YNT,split apart,,
eb_oy,900,Stable,eb,oy,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.030,0.573,PHG,PHG,PHG,PHG,stayed together,,
eb_qn,930,Stable,eb,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.603,0.559,0.044,PHG,PHG,ENK,ENK,never together,,
eb_qp,915,Stable,eb,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.603,0.395,0.208,PHG,PHG,ENK,ENK,never together,,
eb_tr,975,Stable,eb,tr,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.684,0.081,PHG,PHG,PHG,YNT,split apart,,
eb_ty,930,Stable,eb,ty,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.399,0.204,PHG,PHG,PHG,PHG,stayed together,,
eb_ua,975,Stable,eb,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.603,1.000,0.397,PHG,PHG,ENK,ENK,never together,,
eb_ug,960,Stable,eb,ug,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.197,0.406,PHG,PHG,PHG,PHG,stayed together,,
eb_uk,930,Stable,eb,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.603,0.067,0.536,PHG,PHG,ENK,ENK,never together,,
eb_un,960,Stable,eb,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.101,0.502,PHG,PHG,PHG,PHG,stayed together,,
eb_ur,930,Stable,eb,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.484,0.118,PHG,PHG,PHG,PHG,stayed together,,
eb_ut,915,Stable,eb,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.603,0.183,0.420,PHG,PHG,ENK,ENK,never together,,
eb_uv,915,Stable,eb,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.603,0.822,0.219,PHG,PHG,ENK,ENK,never together,,
eb_ux,990,Stable,eb,ux,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.000,0.603,PHG,PHG,PHG,ENK,split apart,,
eb_uz,945,Stable,eb,uz,0.000,m,PHG,f,PHG,fm,same,0.0000,0.603,0.313,0.290,PHG,PHG,PHG,PHG,stayed together,,
ez_fd,270,Dispersal 1,ez,fd,5.600,m,PHG,f,PHG,fm,same,0.0207,0.115,0.895,0.779,PHG,PHG,PHG,PHG,stayed together,,
ez_fd,3525,Stable,ez,fd,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.895,0.779,PHG,PHG,PHG,PHG,stayed together,,
ez_fx,285,Dispersal 1,ez,fx,7.483,m,PHG,f,PHG,fm,same,0.0263,0.115,0.824,0.709,PHG,PHG,PHG,PHG,stayed together,,
ez_fx,3570,Stable,ez,fx,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.824,0.709,PHG,PHG,PHG,PHG,stayed together,,
ez_gm,180,Dispersal 1,ez,gm,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.667,0.552,PHG,PHG,PHG,PHG,stayed together,,
ez_o6,240,Dispersal 1,ez,o6,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.144,0.029,PHG,PHG,PHG,YNT,split apart,,
ez_o6,1425,Stable,ez,o6,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.144,0.029,PHG,PHG,PHG,YNT,split apart,,
ez_oa,270,Dispersal 1,ez,oa,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.669,0.554,PHG,PHG,PHG,YNT,split apart,,
ez_oa,3480,Stable,ez,oa,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.669,0.554,PHG,PHG,PHG,YNT,split apart,,
ez_ob,285,Dispersal 1,ez,ob,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.436,0.320,PHG,PHG,PHG,YNT,split apart,,
ez_ob,3480,Stable,ez,ob,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.436,0.320,PHG,PHG,PHG,YNT,split apart,,
ez_oo,255,Dispersal 1,ez,oo,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.648,0.533,PHG,PHG,PHG,YNT,split apart,,
ez_oo,3510,Stable,ez,oo,0.117,m,PHG,f,PHG,fm,same,3.32383665716999e-05,0.115,0.648,0.533,PHG,PHG,PHG,YNT,split apart,,
ez_oy,270,Dispersal 1,ez,oy,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.030,0.085,PHG,PHG,PHG,PHG,stayed together,,
ez_oy,3450,Stable,ez,oy,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.030,0.085,PHG,PHG,PHG,PHG,stayed together,,
ez_qc,255,Dispersal 1,ez,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.636,0.520,PHG,PHG,ENK,ENK,never together,,
ez_qc,1740,Stable,ez,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.636,0.520,PHG,PHG,ENK,ENK,never together,,
ez_qn,225,Dispersal 1,ez,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.559,0.443,PHG,PHG,ENK,ENK,never together,,
ez_qn,3465,Stable,ez,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.559,0.443,PHG,PHG,ENK,ENK,never together,,
ez_qp,225,Dispersal 1,ez,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.395,0.279,PHG,PHG,ENK,ENK,never together,,
ez_qp,3390,Stable,ez,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.395,0.279,PHG,PHG,ENK,ENK,never together,,
ez_tr,255,Dispersal 1,ez,tr,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.684,0.568,PHG,PHG,PHG,YNT,split apart,,
ez_tr,3585,Stable,ez,tr,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.684,0.568,PHG,PHG,PHG,YNT,split apart,,
ez_ty,240,Dispersal 1,ez,ty,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.399,0.284,PHG,PHG,PHG,PHG,stayed together,,
ez_ty,3450,Stable,ez,ty,0.100,m,PHG,f,PHG,fm,same,2.89855072463768e-05,0.115,0.399,0.284,PHG,PHG,PHG,PHG,stayed together,,
ez_ua,240,Dispersal 1,ez,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,1.000,0.885,PHG,PHG,ENK,ENK,never together,,
ez_ua,3480,Stable,ez,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,1.000,0.885,PHG,PHG,ENK,ENK,never together,,
ez_ug,255,Dispersal 1,ez,ug,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.197,0.082,PHG,PHG,PHG,PHG,stayed together,,
ez_ug,3540,Stable,ez,ug,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.197,0.082,PHG,PHG,PHG,PHG,stayed together,,
ez_uj,240,Dispersal 1,ez,uj,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.254,0.139,PHG,PHG,PHG,PHG,stayed together,,
ez_uj,2340,Stable,ez,uj,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.254,0.139,PHG,PHG,PHG,PHG,stayed together,,
ez_uk,255,Dispersal 1,ez,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.067,0.049,PHG,PHG,ENK,ENK,never together,,
ez_uk,3330,Stable,ez,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.067,0.049,PHG,PHG,ENK,ENK,never together,,
ez_un,225,Dispersal 1,ez,un,0.317,m,PHG,f,PHG,fm,same,0.0014,0.115,0.101,0.014,PHG,PHG,PHG,PHG,stayed together,,
ez_un,3525,Stable,ez,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.101,0.014,PHG,PHG,PHG,PHG,stayed together,,
ez_ur,255,Dispersal 1,ez,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.484,0.369,PHG,PHG,PHG,PHG,stayed together,,
ez_ur,3525,Stable,ez,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.484,0.369,PHG,PHG,PHG,PHG,stayed together,,
ez_ut,225,Dispersal 1,ez,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.183,0.068,PHG,PHG,ENK,ENK,never together,,
ez_ut,3435,Stable,ez,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.183,0.068,PHG,PHG,ENK,ENK,never together,,
ez_uv,255,Dispersal 1,ez,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.822,0.706,PHG,PHG,ENK,ENK,never together,,
ez_uv,3480,Stable,ez,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.822,0.706,PHG,PHG,ENK,ENK,never together,,
ez_ux,255,Dispersal 1,ez,ux,0.000,m,PHG,f,ENK,fm,different,0.0000,0.115,0.000,0.115,PHG,PHG,PHG,ENK,split apart,,
ez_ux,3570,Stable,ez,ux,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.000,0.115,PHG,PHG,PHG,ENK,split apart,,
ez_uz,225,Dispersal 1,ez,uz,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.313,0.198,PHG,PHG,PHG,PHG,stayed together,,
ez_uz,3600,Stable,ez,uz,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.313,0.198,PHG,PHG,PHG,PHG,stayed together,,
ez_yp,195,Dispersal 1,ez,yp,0.000,m,PHG,f,PHG,fm,same,0.0000,0.115,0.933,0.818,PHG,PHG,PHG,PHG,stayed together,,
fd_jj,1485,Dispersal 2,fd,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.895,0.638,PHG,PHG,ENK,ENK,never together,,
fd_jj,1725,Dispersal 1,fd,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.895,0.638,PHG,PHG,ENK,ENK,never together,,
fd_jj,2520,Fission,fd,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.895,0.638,PHG,PHG,ENK,ENK,never together,,
fd_jj,3600,Stable,fd,jj,0.000,f,PHG,m,ENK,fm,different,0.0000,0.257,0.895,0.638,PHG,PHG,ENK,ENK,never together,,
fd_jy,1530,Dispersal 2,fd,jy,0.000,f,PHG,m,PHG,fm,same,0.0000,0.561,0.895,0.333,PHG,PHG,PHG,PHG,stayed together,,
fd_jy,1710,Dispersal 1,fd,jy,0.000,f,PHG,m,PHG,fm,same,0.0000,0.561,0.895,0.333,PHG,PHG,PHG,PHG,stayed together,,
fd_jy,2505,Fission,fd,jy,0.000,f,PHG,m,PHG,fm,same,0.0000,0.561,0.895,0.333,PHG,PHG,PHG,PHG,stayed together,,
fd_jy,3540,Stable,fd,jy,0.000,f,PHG,m,PHG,fm,same,0.0000,0.561,0.895,0.333,PHG,PHG,PHG,PHG,stayed together,,
fd_oe,1515,Dispersal 2,fd,oe,26.700,f,PHG,m,PHG,fm,same,0.0176,0.842,0.895,0.053,PHG,PHG,PHG,ENK,never together,,
fd_oe,1665,Dispersal 1,fd,oe,13.983,f,PHG,m,PHG,fm,same,0.0084,0.842,0.895,0.053,PHG,PHG,PHG,ENK,never together,,
fd_oe,2505,Fission,fd,oe,24.167,f,PHG,m,YNT,fm,different,0.0096,0.842,0.895,0.053,PHG,PHG,PHG,ENK,never together,,
fd_oe,3540,Stable,fd,oe,10.450,f,PHG,m,PHG,fm,same,0.0030,0.842,0.895,0.053,PHG,PHG,PHG,ENK,never together,,
fd_oz,1500,Dispersal 2,fd,oz,5.517,f,PHG,m,PHG,fm,same,0.0037,0.632,0.895,0.263,PHG,PHG,ENK,PHG,stayed together,,
fd_oz,1740,Dispersal 1,fd,oz,46.433,f,PHG,m,PHG,fm,same,0.0267,0.632,0.895,0.263,PHG,PHG,ENK,PHG,stayed together,,
fd_oz,2430,Fission,fd,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.895,0.263,PHG,PHG,ENK,PHG,stayed together,,
fd_oz,3480,Stable,fd,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.895,0.263,PHG,PHG,ENK,PHG,stayed together,,
fd_ph,1530,Dispersal 2,fd,ph,17.183,f,PHG,m,PHG,fm,same,0.0112,0.286,0.895,0.609,PHG,PHG,PHG,PHG,stayed together,,
fd_ph,1755,Dispersal 1,fd,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.895,0.609,PHG,PHG,PHG,PHG,stayed together,,
fd_ph,2490,Fission,fd,ph,17.267,f,PHG,m,PHG,fm,same,0.0069,0.286,0.895,0.609,PHG,PHG,PHG,PHG,stayed together,,
fd_ph,3510,Stable,fd,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.895,0.609,PHG,PHG,PHG,PHG,stayed together,,
fd_pz,1485,Dispersal 2,fd,pz,14.450,f,PHG,m,PHG,fm,same,0.0097,0.692,0.895,0.203,PHG,PHG,PHG,PHG,stayed together,,
fd_pz,1710,Dispersal 1,fd,pz,1.500,f,PHG,m,PHG,fm,same,0.0009,0.692,0.895,0.203,PHG,PHG,PHG,PHG,stayed together,,
fd_pz,2505,Fission,fd,pz,19.650,f,PHG,m,PHG,fm,same,0.0078,0.692,0.895,0.203,PHG,PHG,PHG,PHG,stayed together,,
fd_pz,3525,Stable,fd,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.895,0.203,PHG,PHG,PHG,PHG,stayed together,,
