date,focal,act,partner,focgroup,prtgroup,focsex,prtsex,group.combo,behav,direction,period,winner,loser,Intensity,id1,id2,Dyad,Obs.effort,outcome,rval,RankDiff,winner.group,loser.group,win,relative.size
4/24/17,ob,dt2,ut,YNT,ENK,F,F,different,dt,2,Fission,ut,ob,0,ob,ut,ob_ut,4050,briefly together,0,0.25,ENK,YNT,0,smaller
5/6/17,qc,dn1,oy,ENK,PHG,F,F,different,dn,1,Fission,qc,oy,0,oy,qc,oy_qc,4215,never together,0,0.61,ENK,PHG,1,smaller
5/6/17,qc,dt1,oy,ENK,PHG,F,F,different,dt,1,Fission,qc,oy,0,oy,qc,oy_qc,4215,never together,0,0.61,ENK,PHG,1,smaller
5/6/17,qn,dn1,oy,ENK,PHG,F,F,different,dn,1,Fission,qn,oy,0,oy,qn,oy_qn,4185,never together,0,0.53,ENK,PHG,1,smaller
5/6/17,qn,dt1,oy,ENK,PHG,F,F,different,dt,1,Fission,qn,oy,0,oy,qn,oy_qn,4185,never together,0,0.53,ENK,PHG,1,smaller
5/12/17,uk,dn1,oo,ENK,YNT,F,F,different,dn,1,Fission,uk,oo,0,oo,uk,oo_uk,4035,briefly together,0,0.58,ENK,YNT,1,larger
5/12/17,uk,dt1,oo,ENK,YNT,F,F,different,dt,1,Fission,uk,oo,0,oo,uk,oo_uk,4035,briefly together,0,0.58,ENK,YNT,1,larger
5/22/17,oa,dt2,uj,YNT,PHG,F,F,different,dt,2,Fission,uj,oa,0,oa,uj,oa_uj,3960,split apart,0,0.42,PHG,YNT,0,smaller
5/24/17,co,dp2,qn,PHG,ENK,F,F,different,dp,2,Fission,qn,co,0,co,qn,co_qn,3675,never together,0,0.43,ENK,PHG,0,larger
5/24/17,co,dt1,qc,PHG,ENK,F,F,different,dt,1,Fission,co,qc,0,co,qc,co_qc,3690,never together,0,0.50,PHG,ENK,1,larger
5/24/17,co,dt2,qc,PHG,ENK,F,F,different,dt,2,Fission,qc,co,0,co,qc,co_qc,3690,never together,0,0.50,ENK,PHG,0,larger
5/24/17,co,dt2,qn,PHG,ENK,F,F,different,dt,2,Fission,qn,co,0,co,qn,co_qn,3675,never together,0,0.43,ENK,PHG,0,larger
5/25/17,fx,dn1,ux,PHG,ENK,F,F,different,dn,1,Fission,fx,ux,0,fx,ux,fx_ux,4170,split apart,0,0.82,PHG,ENK,1,larger
6/9/17,qc,dt1,uj,ENK,PHG,F,F,different,dt,1,Fission,qc,uj,0,qc,uj,qc_uj,4170,never together,0,0.38,ENK,PHG,1,smaller
8/19/17,ob,dt1,oy,YNT,PHG,F,F,different,dt,1,Fission,ob,oy,0,ob,oy,ob_oy,4020,split apart,0.25,0.41,YNT,PHG,1,smaller
8/23/17,uj,dc2,qz,PHG,ENK,F,F,different,dc,2,Fission,qz,uj,1,qz,uj,qz_uj,4140,never together,0,0.46,ENK,PHG,0,larger
8/25/17,qn,dp2,uj,ENK,PHG,F,F,different,dp,2,Fission,uj,qn,0,qn,uj,qn_uj,4140,never together,0,0.30,PHG,ENK,0,smaller
8/25/17,qn,dt1,ty,ENK,PHG,F,F,different,dt,1,Fission,qn,ty,0,qn,ty,qn_ty,4170,never together,0,0.16,ENK,PHG,1,smaller
8/25/17,qn,dt1,uj,ENK,PHG,F,F,different,dt,1,Fission,qn,uj,0,qn,uj,qn_uj,4140,never together,0,0.30,ENK,PHG,1,smaller
8/25/17,qn,dt2,uj,ENK,PHG,F,F,different,dt,2,Fission,uj,qn,0,qn,uj,qn_uj,4140,never together,0,0.30,PHG,ENK,0,smaller
8/31/17,qz,dt1,ty,ENK,PHG,F,F,different,dt,1,Fission,qz,ty,0,qz,ty,qz_ty,4170,never together,0,0.31,ENK,PHG,1,smaller
8/31/17,qz,dt1,ty,ENK,PHG,F,F,different,dt,1,Fission,qz,ty,0,qz,ty,qz_ty,4170,never together,0,0.31,ENK,PHG,1,smaller
9/5/17,tr,dp2,qn,YNT,ENK,F,F,different,dp,2,Fission,qn,tr,0,qn,tr,qn_tr,4020,briefly together,0,0.12,ENK,YNT,0,smaller
9/8/17,ux,dt2,oa,ENK,YNT,F,F,different,dt,2,Fission,oa,ux,0,oa,ux,oa_ux,4005,split apart,0,0.67,YNT,ENK,0,larger
9/8/17,ux,dt2,ob,ENK,YNT,F,F,different,dt,2,Fission,ob,ux,0,ob,ux,ob_ux,4020,split apart,0,0.44,YNT,ENK,0,larger
